"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"kdsB",2017.2,1434.3,1343.3,830.7,1236.4,798.2,943,927.3,462.2,267.4,505.3,288.1
"ycbJ",NA,NA,NA,NA,NA,NA,NA,NA,32.1,73,267.2,55.3
"elyC",562.3,515.1,662.2,479.3,415.5,513.4,208.2,315.5,176,118,238.8,148.6
"cmoM",1612.2,1517.2,1230.5,2029.2,811.1,1212.7,1053.6,1343.5,538.2,594.8,877.5,498.3
"mukF",936.5,760,730.8,797.5,763.5,676.9,978.7,1072.2,285.6,266.5,383.3,220.6
"mukE",700.5,689,791.3,462.8,807.6,1071.5,1494.5,985.9,361.6,452.7,502.5,165.6
"mukB",573.5,599.4,750.8,561.7,620.2,613.3,735.8,543.8,203.8,190.2,246.4,150.7
"ldtD",414.4,447.6,1784,526.1,233.9,490.6,1423.2,700.9,122.1,87.8,693.7,251.8
"mepK",2871.2,1689.6,1393.8,3936,1776.9,1758,1658.7,2222.6,835.3,367.3,1191.6,1011.9
"gloC",1641.3,869.1,609.6,1902.7,1080.6,1033.1,691.7,1001.2,440.7,239.8,517,456.4
"aspC",1897.4,2429.9,3485.1,1383.5,1928.7,3335.4,2212.6,1318.9,754.3,607.5,1326.4,407.8
"ompF",7935.9,10911.5,8647.9,3573.9,3542.4,4543.3,4344.3,1230.7,2674.7,5921.9,1761.6,971.1
"asnS",1608.8,1126.2,768.3,932.1,1731.4,589.7,469,726.4,451.6,385.5,327.1,246.8
"pncB",574.8,526.3,335,382.5,360.3,339.2,183.6,392.9,240.4,180.8,188.9,165
"pepN",607.7,981.8,2416.4,1708.2,663.9,1439.1,2204.5,2380.4,270.3,314.9,1310.5,565.5
"ssuB",143.5,241.2,309.6,200.8,63.7,347.3,283.8,310.2,60.6,25.1,96.3,92.4
"ssuC",63.2,192.2,165.6,367.7,157.9,317.5,150.8,253.2,11,66.5,17.4,25.3
"ssuD",36,212.6,159.1,184,75.9,169.7,22,95.4,65.6,12.5,60.4,10.3
"ssuA",105.3,81.9,68.5,82.1,111,178.9,102.7,36.2,7.3,11.5,6.5,3.2
"ssuE",57.3,218,136.1,272.6,194.5,454.2,150.2,217.5,11.7,44.5,78.4,42
"elfA",114.6,202.5,222.1,158.8,108.2,154.5,57,14.1,56.6,30.7,98.5,21.5
"elfD",41.8,59.5,70.1,44.9,29.8,49.6,21.6,75.4,29.5,18.9,46.7,19
"elfC",145.3,188.7,143.8,143.3,159.8,249.7,99.7,212.6,13,44.8,55.4,18.5
"elfG",NA,NA,NA,NA,NA,NA,NA,NA,14,33,21.5,27.3
"ycbU",NA,NA,NA,NA,NA,NA,NA,NA,3.5,6.3,8.8,11.9
"ycbV",NA,NA,NA,NA,NA,NA,NA,NA,42.6,7.3,126.4,61.5
"ycbF",213.3,302.2,203,321,245.7,493.3,333.3,477.8,77.7,75.6,124.3,76.5
"pyrD",1119.4,277.2,148.6,120.6,496.3,229.2,154.9,156,352.7,217.1,97.6,35.5
"zapC",1234.6,714.7,769,1327.4,892.5,947.2,1208.4,1416.6,121.3,232.8,337.2,227.1
"ycbX",NA,NA,NA,NA,NA,NA,NA,NA,132.6,131.6,196.6,99.3
"rlmL",771.1,478.8,410.7,307.9,488.1,330.3,353.8,377,237.3,161.4,133.8,61.4
"uup",993,819.3,673.1,867.5,685.7,522.1,455.4,817.3,392.5,194.3,473.6,269.4
"pqiA",423.9,385.1,347.4,523.7,470.7,306.8,540.3,463.6,238.9,100,195.9,113.8
"pqiB",519.3,539.8,676.2,449,660.1,389.8,589.3,705.6,234.8,133.5,318.4,147.2
"pqiC",493.5,324.4,514.6,556.1,478.8,275.1,446.3,652.8,91.8,100.6,254.2,152.3
"rmf",1034.6,4798.1,21402.7,68352.8,2433.6,18143.9,96997.4,79602.9,200.2,618.3,11016.7,10355
"fabA",8449,4958.4,999.4,2083.1,15395.9,6647.5,3756.4,3495,2279,2623.1,573.5,377.8
"ycbZ",NA,NA,NA,NA,NA,NA,NA,NA,457.6,329.5,569.7,313.2
"matP",806.1,1139.9,1708.4,1615.4,723.1,1254.2,1345.2,1103.3,234.6,243,739.3,379.9
"ompA",17714.4,17866.9,20623.1,21115.2,22690.8,5729.3,24216.2,20307.4,4613.9,5055.9,5822.7,3198.2
"sulA",364.4,465.4,1041.9,1208.5,534.3,737.6,1169.8,2134.9,188.9,143.2,668.8,769.2
"sxy",NA,NA,NA,NA,NA,NA,NA,NA,75.5,99.7,211.4,120.2
"yccS",NA,NA,NA,NA,NA,NA,NA,NA,181.3,115.6,102.2,83.1
"yccF",657.3,610.6,318.8,184.8,869.1,361.5,318.8,363.7,256.8,195.7,177,144.6
"helD",389.9,530.7,942.3,599.3,233.4,535.3,386.4,404,134.5,143.2,414.6,162
"mgsA",753.5,1959.9,3445.1,1538.4,1553.2,3239.9,3267.7,2765.8,566.1,973.7,1746.8,563
"yccT",NA,NA,NA,NA,NA,NA,NA,NA,98.1,51,253.8,271.3
"yccU",NA,NA,NA,NA,NA,NA,NA,NA,184.7,132.2,383.9,322.2
"hspQ",2372.6,1150.5,2337.4,4521.5,2908,2251.5,3625.4,11335,786,830.4,3353.3,2511.8
"rlmI",NA,NA,NA,NA,NA,NA,NA,NA,807.3,287.1,151.9,140.6
"yccX",NA,NA,NA,NA,NA,NA,NA,NA,66,112.7,587.9,478.1
"tusE",387.3,481.7,249.6,237.1,921.5,270.4,319.2,438.1,266.4,267.9,187.9,173.2
"yccA",2204.4,2094.1,3831.1,3852.8,1862.6,2639.9,4271.7,5917,733.8,826.9,2092,1556.6
"serT",1978,195,15.5,17.6,1283.4,21.3,13.2,10.1,77.8,167.5,54.9,118.7
"hyaA",33.3,42.2,351.5,106.2,26.9,181.7,137.3,80.4,3.9,5.1,45.4,2.9
"hyaB",234.4,245.8,389.5,391.7,197.7,339.6,110.4,139.1,26.8,54.1,77.4,47.7
"hyaC",207.4,212.3,381,323.1,165.5,320.9,322.2,168.9,47.2,70.7,120.3,41.8
"hyaD",63.7,111.6,205.2,173.2,136.5,123.8,93.6,89.7,22.8,53.3,74.1,16.8
"hyaE",69.8,128.3,162.1,209.8,39.6,58,54,149.8,12.5,43.4,25.7,23.5
"hyaF",74.9,99.2,139,64.1,90.9,169.1,41.7,48.2,6.6,6,36.2,30.6
"appC",301.5,363.6,419.7,210.7,253.3,308.5,112.6,470.1,81.2,101.3,192.3,77.4
"appB",110.2,168.8,260.3,138.7,65.6,312.8,44.2,131.3,38.7,44.6,145.1,73.4
"appA",145.4,262.1,457.5,396.8,76.6,192.4,182.1,251.9,31.8,19.6,176.4,65.2
"etk",259.3,356,433.4,427.2,226.5,269.5,310.9,261.4,160.5,93.8,217.8,97.9
"etp",32.2,66.5,191,44.7,23.7,233.8,98.4,22.1,50.6,11.2,47.2,66.2
"gfcE",141.2,220.1,254,133.2,92.4,156.3,67.6,63.3,14.5,53.6,106.9,44.9
"gfcD",103.1,67.7,56.6,220.2,24.3,97,28.5,27.6,12.3,35.2,22.7,5.8
"gfcC",105.9,24.4,87.1,135.9,89.4,251,111.8,57.4,27.3,15.8,34.7,20.6
"gfcB",162.7,222.2,110.5,224.7,96.1,171.3,151.3,163.6,52.4,36.4,67.4,28.4
"gfcA",353.8,348.7,303.8,342.1,275.8,445.6,402.5,411.3,69.9,59.5,107.8,34.3
"cspH",1288.2,348.2,177.3,270.7,3894.9,433.1,42.6,117.4,359.4,129,88.4,42.2
"cspG",5633.8,1900.6,380.8,1299.3,16852.4,12288.9,1505.8,689.7,2838.7,2337.8,1183.2,2793.1
"ymcE",161.4,83,95.4,230,209.7,214.4,285.3,340.1,113.8,54.4,50.2,101
"yccM",78.9,113.8,128.2,129.9,130.5,102.7,84.6,124.1,31.8,31.6,31.4,24
"torS",201.9,187.5,204.9,236.6,174.9,182.1,122.1,273.3,38.6,54.8,99.3,32.4
"torT",33.8,118.4,238.2,56.1,27.8,54.9,64.8,31.3,5.3,5.4,9,10.4
"torR",181.3,260.7,360.1,270.4,296.4,384.8,307.2,352.5,18.6,43.9,68.1,39.1
"torC",247.3,253.9,172.7,308.3,127.6,237.6,165.2,199.3,86,67.7,153.8,66.2
"torA",401.6,465.1,504.7,623.6,344.4,438,283.2,537.3,373.5,97.9,487.5,282
"torD",144.5,144.7,154.4,146.8,92.7,167.8,99.9,85.8,35.4,29,78.8,45.8
"cbpM",128,180,730.9,214.4,176.4,262.4,396,264.4,39.2,44.1,275.8,81.1
"cbpA",515.4,692.9,3031.7,1125.8,530.9,956.1,1656.1,1707.8,137.2,199.3,941.1,237.6
"yccE",73.6,117,77.8,150.3,114.4,199.5,65.3,106.2,52.9,46,68.7,31.2
"agp",261.7,953,5508.2,4318.2,257.8,1641.8,4972.6,5361.2,238.8,207.3,2420.5,814.5
"yccJ",112.1,272.8,13022.7,2903.2,99.4,863,9874.2,5903.2,47.9,131.1,3532.7,1439.7
"wrbA",143.3,566.2,14053.8,4178.6,182,1358.4,15170.5,9200.9,131.2,364.2,6145.2,2464.1
"rutG",59.6,91.9,158.1,92.5,148.1,137.6,208.3,195.2,18.1,26.3,109.5,91.2
"rutF",NA,NA,NA,NA,NA,NA,NA,NA,4.8,5.9,124.7,19
"rutE",NA,NA,NA,NA,NA,NA,NA,NA,31.6,15.9,44,26.4
"rutD",NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.4,1.9,1.4
"rutC",NA,NA,NA,NA,NA,NA,NA,NA,73.3,40.7,84.3,47.6
"rutB",NA,NA,NA,NA,NA,NA,NA,NA,6.9,5.1,13.9,7.9
"rutA",NA,NA,NA,NA,NA,NA,NA,NA,88.3,43.4,21.2,43.1
"rutR",233.9,443.9,422.5,363.5,267.7,390.7,336.7,314.1,26.7,64.7,125.1,94.9
"putA",169.4,811,1003.9,171.1,194.4,712.4,3532.6,313.8,131.1,549.9,55.5,51.3
"putP",721,2020.5,1547,907.8,694.6,1618.6,5195.7,483.1,266.2,579.2,320.5,121.2
"efeO",470.5,213.1,112.2,246.4,354.2,494.1,45.8,281.6,167.5,109.2,67.6,59.5
"efeB",380.5,295.2,201.4,475.6,178.4,151.9,157,236.1,114.4,91,131.5,77.7
"phoH",97,346.4,178.2,1119.4,97.6,564.6,482.8,835.6,31.6,27.9,654.7,243.1
"pgaD",127.8,199.9,176.7,229.6,146.9,178.7,189.9,147.9,28.1,42.4,25.2,24.8
"pgaC",93.9,135.3,139,271.7,117.6,183.5,99.2,50,41.3,25.5,60.3,16.3
"pgaB",42.8,69.2,7,21.4,55.8,62.7,3.8,2.3,3.9,5.3,0.6,0.2
"pgaA",171.5,124.7,130.3,281.7,154.5,69.9,18,2.4,44.4,21,28.9,19.3
"dgcT",307.5,205.6,139.5,196.7,218.5,242,188.8,294,101.8,60.8,138.3,83.1
"insF4",NA,NA,NA,NA,NA,NA,NA,NA,9.5,70.5,14.1,6.7
"ymdE",NA,NA,NA,NA,NA,NA,NA,NA,9.2,10,7.3,8.6
"ycdU",74.6,82.1,61.7,124.2,174.8,103.1,94.3,66.9,14.2,6.9,21.7,19.6
"ghrA",602.9,803,1244.7,918.3,657.1,845,1430.6,1325,287.3,285.2,723.8,285.6
"ycdX",912.9,571.8,471.6,299.2,785.1,717.6,964.8,1110.6,284.9,214.1,469.1,249
"ycdY",1093.6,771.9,531.1,527,963.7,744.3,670.6,817.5,282.2,182.7,288.5,173.6
"ycdZ",3944.5,6777.7,3661.1,8549.4,5775,5286.6,5042,11412.4,2923.8,3224.7,2020.5,3495.1
"csgG",119.8,133.9,63,257.8,75.2,35.2,12.5,68.3,35.4,18.1,16.5,63.7
"csgF",63.6,87.7,48.4,163.9,94.6,167.6,86.2,81.5,3.7,3,12.3,19.6
"csgE",4.8,5.8,5.8,79.6,53.1,38.3,7.2,59.3,3,1.8,1.8,2.8
"csgD",17.6,21.8,12,200.6,87.2,98.5,89.1,77.3,3.8,1.4,28.2,54
"csgB",89.9,115.4,133.9,240.5,123.6,146.4,93.3,141.7,31.2,26.9,89,83.5
"csgA",135,172.8,381.3,512,176.2,164.7,335.5,390.4,6.5,51.5,158.5,187.6
"csgC",128.1,250.1,35.3,43.5,99.1,147.5,114.7,68.9,19.5,81.5,24.6,16.9
"ymdA",NA,NA,NA,NA,NA,NA,NA,NA,44.5,662.4,40.2,50.9
"ymdB",NA,NA,NA,NA,NA,NA,NA,NA,123.9,150.2,482.9,182.8
"clsC",127.3,128.7,151.4,179.7,19.2,140.9,124.7,235,22.3,41.4,118,70.8
"opgC",276.4,163.7,75.8,58,194.4,138.4,101.2,159.8,125.7,46,27.4,54.9
"opgG",906.9,1630.5,1237.6,895.2,816.4,922.5,1540.3,2506.6,726,743.1,1241.8,750.8
"opgH",961.1,1254.8,723.9,597.2,824,730.8,560.7,810.5,224.1,385.9,156.8,148.2
"yceK",160.2,520.6,2913.7,1246.9,243,554.2,1350.2,1081.8,64,58,890.3,398.8
"msyB",1088.7,2786.8,20928.3,7296.4,1186.4,4430.5,35975.8,16084.9,310.9,499.3,7005.8,3092.7
"mdtG",59.3,81.3,186.9,158,9.7,186.6,112.7,133.5,44.8,46,91.5,45.6
"lpxL",800.8,632.4,647,833.9,903.1,801.4,542.3,468.6,336.3,335.6,230.8,195.8
"trhO",2347.3,1289.4,360.8,959.3,2041.1,531.3,466.5,644.1,762.8,315.8,326.2,283
"yceI",372.8,397.3,268.8,571.4,327.9,450.5,481.7,380.8,111.9,189.7,358.9,172.9
"yceJ",NA,NA,NA,NA,NA,NA,NA,NA,5.4,37.6,27.4,32.7
"yceO",1.7,3.5,3.7,6.3,6.8,11.2,9,13.6,0.4,0.6,1.2,1.1
"solA",339.7,350.1,606.5,557.7,146.9,218.7,176.4,288.5,70.9,73.4,193.9,81.2
"bssS",353.8,295.3,3895.1,2798,369.9,233.3,970.3,1784.8,57.8,185.1,1142.9,815.4
"dinI",1333,831.9,923.6,1111.7,1877,823.5,796.6,671.6,268.7,221.9,448.9,452.4
"pyrC",645.5,520.1,374.9,580.8,354.8,257.5,266.2,262.6,242.9,223.9,239.2,97.2
"yceB",588.9,500.5,622.8,1022.3,764.9,914.7,622,917.4,317.8,175.9,379.8,238.7
"grxB",533.5,1003.2,8394.6,5675.7,478.1,888.8,8508.2,12885.2,256.1,265.1,4164.1,1692.5
"mdtH",135.6,189.4,212.6,272.4,195,209.7,227.6,322.4,35.1,14.4,66.5,84.8
"rimJ",999.8,1936.3,2613.8,1328.9,1036,1358.5,2215.6,1968.7,429.7,573.1,1258.7,348.5
"yceH",690,1498.8,2377.2,1036.1,883.3,783.1,1917.6,1105.4,320.8,228.5,739.3,299.9
"yceM",237.4,399.3,523.9,421.8,180.3,242.3,636,551.3,62.8,48.2,246.9,108.3
"murJ",757.4,557.2,368,297.8,544.9,292.5,356.1,211.5,210.9,141.5,187.4,106
"flgN",984.4,4063.8,4149.7,950,457.6,739.9,2641.1,614.4,262.5,2327.8,1128.9,202.2
"flgM",853.5,4690.1,6715.1,1071.8,399.6,835.9,2954.1,640,333.9,2310,1362.6,219.4
"flgA",1617.5,2144.3,2706.6,641.7,473.2,1030.6,968.7,378.3,386.8,1139.7,302.5,140.9
"flgB",1541.6,5014.1,4156,251.8,233,1274.7,1341.9,229.4,414.2,3013,181.1,72.1
"flgC",2758.2,7264.9,5759,798.1,642.7,2036.4,2223.6,360.4,979.3,4178.3,438.4,226.4
"flgD",1180.3,4784.7,4469.6,501,494.8,1585,1475.8,686.9,679.3,2947.7,476.3,171.9
"flgE",1071.8,4854.9,4990.5,448.7,235.8,909.3,1107.1,448,462.1,1926.8,324.4,84.9
"flgF",516.6,1523.3,1584.3,453.1,156.4,889.6,1052.7,358.4,330.3,1483.5,236,85.3
"flgG",705.5,2118.9,2387.9,490.7,112.7,1318.1,1026.3,177.2,451,1318.8,295.7,118.9
"flgH",319,902.5,934.1,159.7,82.1,582.7,375.9,75.8,188.4,757.7,102.2,30.7
"flgI",225,1082.6,941,43.7,23.5,67.9,276.3,28.5,89.8,900.3,4.8,6.3
"flgJ",358.7,716.4,542.5,311.2,556.4,592.7,428.2,301.4,176.2,537.3,148.7,79.9
"flgK",269.9,1994.5,4092.8,493.2,139.2,387,2124.5,678,160.5,1276.2,757.9,125.7
"flgL",194.9,1459,3498.1,307.1,37.7,131.8,1748.3,273.7,55.3,869.8,564.1,113.1
"rne",687.6,428.8,502.6,617,404.9,241.9,451.8,408.2,327.9,180.8,382.9,214.6
"yceQ",NA,NA,NA,NA,NA,NA,NA,NA,43.7,16.3,168.4,208.7
"rluC",756,450.2,115,93.8,754.4,202,54,55.8,257.5,179.7,33.8,45.2
"yceF",427.4,342.5,1191.6,834.1,273,252.9,1066.5,961.5,65.6,84.8,523.7,396.1
"yceD",22952,18107.9,3639,3710.7,42105.4,10959.6,5825.6,2998.2,4799.2,7003.9,1802.9,1383
"rpmF",19928.9,12809,3691.3,2508.3,31602.2,9806.5,4577,2615.5,2711.8,5100.5,1490.9,828.8
"plsX",3205.1,1966.4,1516.8,1821.8,3708.6,1523.8,1965.3,2794.2,1423.4,808.7,1410,723.3
"fabH",2565.2,1651,2347.4,1718.3,3001.2,1560.8,2110.4,2779.6,905.8,985.5,1148.8,499.5
"fabD",2893,2185.9,2982.7,1443.6,3642.4,1208.8,3004.8,2100.8,819.6,820.5,1122.5,391.3
"fabG",9784.4,7414.6,6990.8,8670.5,32466.8,18143.9,29073.9,14060.5,1933.1,3527.1,3621.6,1969.3
"acpP",18428.8,19427.8,17455.1,19145.7,45405.3,35309.9,35430.4,18191.4,5832.3,7406.3,6719.7,4642.9
"fabF",1016.6,698.9,592.4,693,2284.2,1362.7,1078.4,1403.4,246.9,315.2,184.5,114.3
"pabC",377.7,230.4,368,179.7,273.8,226.9,279.4,408.7,98.2,65.8,57.9,55
"mltG",331.6,240.4,283.1,293.2,356.1,388.1,219,308.7,136,87.8,147.7,58.3
"tmk",691.3,314.1,441.3,701.9,972.8,832.5,534.2,923.3,400.5,185.8,339.1,170.8
"holB",350.5,199.4,283.7,164,306.2,243.3,104.5,367.8,114.6,86.2,155.3,60.1
"ycfH",503.4,335.4,2181.9,2886.5,382.8,273.1,1510.3,3231.8,137.7,68.7,962,720.9
"ptsG",5142.1,3699,4282.2,2091.2,4673.7,2332.4,1397.9,1573,2158,500,1188.1,426.3
"fhuE",131.3,133.2,123,621.5,265.6,61,98.4,753.4,64.4,37.8,61.8,216
"hinT",609.5,1163,3513.6,1138.8,332.2,503.3,1099.4,999.3,248.5,223.3,1343.6,295.2
"ycfL",464.6,820.9,1906.3,633.4,357.6,431.4,985.3,1328.4,165.9,152.3,669.8,134.1
"lpoB",594.5,921.3,3163.3,1108,465.3,414.2,1544.2,1891.1,292.6,223.2,1006.7,242
"thiK",672,727.5,979.6,872.9,766.8,837.1,1083.6,1302.2,500.9,247,736.9,335.3
"nagZ",1260.3,1421.9,2095.6,1372.8,844.3,1582.5,2818.6,1817,628.1,341,1257.7,429.7
"ycfP",1326.4,2321.9,5908.6,1524.9,1179.4,2217,7394.2,2779.9,539.3,694.4,2456.1,731.1
"ndh",1198.3,85.8,429.1,125,1702.1,114.7,166.1,236.1,274.8,134.5,89.3,80.3
"ycfJ",340.3,150.9,248.9,238.4,315.3,239.7,223,234.2,73.2,32.6,100.6,100.7
"comR",906,1273.6,1290.8,1110.8,497.2,635.5,1004.9,1170,168.1,266.3,519.9,365.2
"bhsA",285.4,154.6,261.9,125.5,313,111.1,105,281.3,63.3,37.8,169.9,330.9
"ldtC",214.8,226.4,584.2,497.1,382.2,647,606.6,693.1,168.4,127.3,275.6,154
"mfd",527.8,740.6,874,672.3,445.8,785.1,538.1,749.9,228.1,129.5,246.6,178.4
"ycfT",76.2,111.5,83.9,137.3,109.7,173.1,53,47.2,13.7,3.1,6.4,11.8
"lolC",543.8,492,428.5,333.8,463.8,263.3,314.1,380.2,335.1,228.8,267.5,132.9
"lolD",581.7,449.5,500.6,458.5,596.6,616,470.3,488.2,282,241.6,197.2,105.2
"lolE",366.2,453.2,465.9,380.7,563.4,505,623.7,737.4,336.4,153.9,480.3,325.7
"nagK",492.7,640,694.9,607.3,816.7,1000.1,1058,1173.9,337.6,211.7,549.1,234.7
"cobB",450,1015.2,769.2,456.5,504.8,1029.7,912.6,511.7,494.8,197.9,668.2,240.1
"ycfZ",NA,NA,NA,NA,NA,NA,NA,NA,23.4,12.5,3.4,1.9
"ymfA",141.7,153.5,77.1,21.9,54.1,17.4,7.2,13.9,88.1,25.4,6.7,6
"potD",3120.2,4126.6,3234,1566.5,2642.6,1628.9,1456.7,1243.3,781.4,999.8,520.3,267.4
"potC",2278.1,1479.9,761.5,741,2067,835.7,807.7,964,829.5,838.7,335.7,182.6
"potB",1226.8,404.1,159.7,241,1013.3,308.2,246.9,226.1,410.6,322.2,94.9,53.9
"potA",1776.8,654.6,269.1,335.3,1180.6,397.5,345.8,452.9,780.9,476.2,171.7,77.4
"pepT",212.3,323.8,1030.3,503.4,292,368,858.4,688.7,16.8,87.4,332.9,226.4
"roxA",1531.5,1790.7,2010.5,2065.8,1742.5,1029.1,1095.3,2061.1,629.4,338.9,732.1,413.8
"phoQ",653.6,653.4,607,959.3,815.1,772.1,924.3,890,240.8,197.3,358.6,181.7
"phoP",1044.8,913.6,2351.3,1204,871.4,745.7,2188.3,2159.4,534.7,424.2,1092.4,381.5
"purB",1171.8,716,354.9,270.8,1006.2,441.9,266.8,314.4,785.4,261.1,176.6,72.3
"hflD",1802.4,1536.1,671.4,434.5,1556.1,635.6,608,501.2,778.7,534.7,256.2,98.3
"mnmA",1787.1,1138,912.2,502.7,2467.3,940.7,545.7,940.4,1218.1,546.6,467.9,190
"nudJ",NA,NA,NA,NA,NA,NA,NA,NA,223.2,167.9,157.2,65.1
"rluE",380.5,411.6,192.3,297,520.1,414.7,410.5,553.5,303.1,176.6,147,80.2
"icd",1312.1,7605.9,5275.3,6572.1,957.9,6224.5,7174.5,7200.9,817.9,1736.2,3252.8,1273.7
"ymfD",3.8,44.1,5.4,24.7,3.5,5.4,4.8,40.7,0.9,1.6,4.9,0.4
"ymfE",3.6,3.2,2.4,7,23.6,62.8,6.7,32.5,4.8,0.9,2.4,5.7
"lit",3.3,1.3,7.3,15.3,8.1,4.9,21.3,23.6,0.5,0.7,1.2,0.2
"intE",23,25.4,8.2,44.2,17.1,3.6,18.4,14.1,2.3,4.7,2.9,0.7
"xisE",NA,NA,NA,NA,NA,NA,NA,NA,1.9,2.6,1.6,2.3
"ymfH",24.4,81,33.6,221,72.4,46,132.6,49.1,47.3,21.9,65.9,53.3
"ymfI",2.2,3.4,4.5,12.8,23.7,7.1,8.8,20.3,0.7,1.5,1.6,3.5
"ymfJ",7,10.3,7,53.6,10.8,36.5,13.5,11.6,14.1,12.6,8.2,4
"ymfK",NA,NA,NA,NA,NA,NA,NA,NA,4.1,9.5,6.8,6.8
"ymfT",NA,NA,NA,NA,NA,NA,NA,NA,3.6,2.7,2.8,3.7
"ymfL",19.3,14.7,65.6,38.3,30.7,27.8,11.8,28.8,4.9,5.8,9.2,8.3
"ymfM",14.1,16.3,63.3,192.8,63.8,153.7,101.8,275,42.8,35.7,60.4,24.3
"ymfN",64.1,33.7,28.8,63.9,63.3,222.1,24,58.6,35.9,8.2,20.2,14.2
"ymfR",65.3,70.3,75.3,126.7,50.7,49.1,51.1,80.8,23.5,48.3,169,163.7
"beeE",223,213.2,176.6,326,253,430.4,395.8,481.3,76.9,42.4,141.8,60.2
"jayE",NA,NA,NA,NA,NA,NA,NA,NA,112.1,23.4,94.7,65.5
"ymfQ",NA,NA,NA,NA,NA,NA,NA,NA,62.9,44.5,88.2,66.1
"ycfK",4,4.6,7.5,15.1,14.4,14.3,52.3,47.8,2.7,2.8,4.3,2
"tfaP",NA,NA,NA,NA,NA,NA,NA,NA,38.3,7.2,62.7,28.7
"tfaE",8.6,72.2,64.7,79.1,76.3,82.8,78.5,357.2,65.8,14.8,79.6,43.8
"stfE",NA,NA,NA,NA,NA,NA,NA,NA,2,2.6,2.8,7.2
"pinE",146.3,213.3,115.7,507.7,153.6,171.3,258.7,65.1,85.5,65.3,115.9,44.4
"mcrA",10.8,22.5,24.8,42.2,77.8,127.9,13.1,40.8,3.6,7.3,3.6,5
"iraM",222.1,138.8,2.3,53.4,142.5,44,2.5,3.3,65.4,8.2,11.8,9.4
"ycgX",83,52.1,5.2,98.8,96.8,26.8,5.3,16.4,18.7,5.4,13.2,10.4
"bluR",1007.6,1090.4,497.6,803.8,1000,858.3,519.2,842.3,395.6,344.9,435,344.6
"bluF",NA,NA,NA,NA,NA,NA,NA,NA,88.8,33.3,37.8,52.7
"ycgZ",134.7,226.6,134.5,323.3,203.3,416.5,950.5,1571.9,89,29.3,1461.7,1045.3
"ymgA",141.9,470.7,318,349.5,381.4,932.3,1705.9,2660.5,98.6,30,1066.9,665.6
"ariR",52.9,99.1,250.8,202,39.4,144.4,543.8,695.6,38.9,11.1,826.1,323.8
"ymgC",22.4,36.9,17.8,58.7,31.5,57.6,95.3,69.2,9.9,4.3,94.6,39.9
"pdeG",NA,NA,NA,NA,NA,NA,NA,NA,12.9,12.1,23.3,20.4
"ymgD",NA,NA,NA,NA,NA,NA,NA,NA,136.6,98,85.6,103
"ymgG",NA,NA,NA,NA,NA,NA,NA,NA,798,182.6,633.7,316.5
"minE",1717.5,1973.5,2667.3,2266.6,1149.5,809,1812.7,1178.3,432,329,945.3,340.1
"minD",1445.4,1331.7,2162.7,1480.5,1117.8,1007.3,2228.3,1428.9,439.4,508.9,985.5,321.8
"minC",1857,1608.5,1721.7,2337.3,1143.2,908.6,2336,2247.9,517,623.9,1358,558.7
"ycgJ",475.4,356.8,718.5,387.8,319.3,203.1,306.4,280,188.3,158.9,521.8,275.9
"pliG",77.2,197.3,874.9,294.4,156.5,298.9,382.5,389.4,28.9,60.1,221.6,148.4
"ycgL",616.9,598.9,625.1,419.3,715,575.5,692.9,645.5,215.8,182.5,389.6,253
"ycgM",NA,NA,NA,NA,NA,NA,NA,NA,155.5,246.5,613.8,352.4
"ycgN",709.7,463.2,652.3,597.7,739.2,290.6,333.2,523.6,292,98.3,357.3,250.8
"hlyE",63.2,89.6,1289.3,310.8,55.5,117.2,306.2,194.8,9.9,6.1,346.9,131.4
"umuD",86.2,179.8,176.1,213.4,126,222,85,239.4,78,39.2,188.4,150.6
"umuC",209.7,167.4,165,227.1,202.3,263.6,129.7,363.6,69.8,36.9,113.8,126.2
"dsbB",676.1,525,442.7,355.7,570,482.8,250.3,388.1,224.1,181.8,177.1,160.5
"nhaB",471.8,264.9,305.4,339.5,590.2,253.4,367,487.4,255.1,227,195.3,93
"fadR",774.6,938.7,669.5,1632.2,1187,1489.9,722.9,1078.3,348.4,315.9,284.6,203.5
"ycgB",83.1,178.6,2829,2709.2,147.2,358,1368.9,1798.2,15.3,19.5,1395.8,769.8
"dadA",262.1,3168.6,1319.2,5454.7,233.3,4541.1,7050.8,8752.8,180.1,979.4,3890.5,1823.1
"dadX",34.8,945.4,412.5,1964.6,62.6,1286,1695.4,2210.3,129,323.3,1554.7,917.2
"cvrA",NA,NA,NA,NA,NA,NA,NA,NA,134.3,202.4,198.3,126.3
"ldcA",NA,NA,NA,NA,NA,NA,NA,NA,137.4,96.4,194.1,147.7
"emtA",962.7,846.3,601.8,276.1,516.2,381.2,400.5,408.9,293.1,136.9,239.7,158
"ycgR",87.3,1453.8,1627.4,334.8,167.6,177.7,809,206,26.5,653.2,472.5,54.9
"ymgE",93.2,273.6,2120.6,1251.7,80.6,474.4,2367.5,2073.5,6.9,15.6,594.1,328.5
"ycgY",23.2,46.3,22.1,55,9.9,53.1,8.7,9.5,3.2,2.4,25.2,52.3
