"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"yidC",2060.7,849.6,564.1,422.9,2279.8,1099.3,396.9,288,656.7,555.6,216.8,162.9
"mnmE",988.3,604.3,906.7,452.2,1048.3,774.1,967,966.4,328.5,200.6,455.3,173
"tnaC",154.7,17231.1,22881.4,11435.5,116.2,17741.6,2980.3,2070.1,250.2,6523,7328.3,2620.1
"tnaA",73,4863.1,21792.9,4525.1,59.9,15524.4,3909.3,1736.2,77.6,3624.8,4653.1,391.2
"tnaB",114.5,440.8,3961.1,422.5,119.2,799.8,191.8,189,19,88.2,321.3,39.5
"mdtL",248.9,213.2,186.4,29,160.5,441.3,92.4,18.1,24.6,23.3,10.9,34.3
"yidZ",202.4,178,90.6,38.6,59.8,154.9,19.7,31.2,92,19.7,14,8.7
"yieE",432.6,779.6,1437,1350.8,400.1,719.6,989.2,1048,126.5,101.8,398.9,146.9
"yieF",255.4,410.8,1387.1,562.1,254.2,335.9,718,486.7,81.8,73.4,279.6,132.8
"adeP",829.5,175.9,82.3,123.1,441.9,36.5,16.9,29.2,229.3,112,17.8,12.6
"yieH",414.5,357.3,274.8,318.8,438.9,177.6,38.3,167,174.2,108.8,183.1,139.9
"cbrB",381.4,222.4,399.1,641.2,500.9,159.8,1120.1,426.7,248.3,272.1,701.2,241.7
"cbrC",491.9,366.8,804.3,1021.2,476.4,316.9,1047.1,557.6,329.8,240.2,730.8,247.3
"yieK",194.4,171.5,166.7,277.6,234.5,334.4,147,125,13.1,20.4,23.9,18.9
"yieL",21,13,10.5,24,20,116.2,23.8,20,2.7,3.9,5.6,2.8
"bglH",70.2,84.2,39.5,106.4,89.3,293.7,37.4,13.2,10.7,3.4,18,9
"bglB",90.5,112.2,73.5,163.6,85.5,230.4,10.8,16,5.7,6.2,27.7,12.3
"bglF",54.6,53.4,67.5,115.5,9.5,74.9,13.6,15.2,11.8,2.8,18.5,14.3
"bglG",54.9,99.2,51.8,57.5,51.1,129.4,6.6,11.6,10.1,4.7,26.9,11.6
"phoU",157.8,252.7,468.4,227.8,228.5,286.8,232,207.4,16.8,75.6,171,9
"pstB",798.4,945.5,665.4,847.4,707.6,1268.5,1317.9,806.3,273.2,302,820.6,218
"pstA",535.3,453.5,133.8,285.5,162.3,456.4,454.3,295.5,155.5,154.2,268.5,98.4
"pstC",161.6,214.8,38.2,312.1,175.3,281.8,269.4,246.2,56.1,80.1,186.2,73.2
"pstS",303.3,325.5,69.6,327.3,147.9,120.9,248.9,313.2,89.7,145.4,282.6,85.1
"glmS",2029.9,1002,49.4,1173.4,2182.8,843.9,1374.8,1105,408.5,682,602.2,196.4
"glmU",2282.2,1346,149,2326.3,1238.8,1193.9,2174.9,3177.3,1041.3,949.3,1941.1,693.3
"atpC",3737.3,4931.8,9.8,812.1,7390.5,5006.8,2253.3,1152,1255.5,1210.8,1054.9,324.3
"atpD",3218.4,3430.2,108.4,836.7,3468.7,2898.3,1542.5,864.7,1036.8,899.7,960.6,189.2
"atpG",3861.6,5110.9,238.7,1480.2,1446.2,1748.2,1223.8,973.1,1788.8,1088,1145.4,223.4
"atpA",4217.1,5856.6,712.5,858.2,1775.1,1329.6,1334.8,1130.1,1547.7,1265.4,1312.2,170.7
"atpH",8351.7,10428.1,2693.7,2414.3,6870.2,5746.9,4687.8,3587.1,3527.1,2972.8,2700.7,358.5
"atpF",6453.3,9222.6,2565.2,1995.8,6880.2,6240.2,5035.9,3087.8,3147,2796.3,2094.9,505.7
"atpE",9452.5,12532.8,4651.3,3055.5,8627.5,6752.8,5345.3,4262,4315.1,3702.3,3118.2,718.5
"atpB",6668.2,7094.7,3109,2285.8,4994.3,3068.9,3270.1,2485.4,3180.3,2259.9,2005.2,522.6
"atpI",4127.7,4140.2,1241.1,1175.6,2930,2505.8,1696.1,1364.7,2013.8,1306.6,846.2,313
"rsmG",1257.1,458.2,130,145.9,834.6,249.6,21.3,104.1,338,100.3,94.4,71.3
"mnmG",1145,537.8,157.5,186.1,1251.3,336.5,206.1,253.2,487.4,166.5,86.3,60.9
"mioC",2649,2603.2,802.9,882.8,2747.7,1844.7,782.5,1175.8,1065.2,974.9,492.1,465.7
"asnC",281.9,286,289.5,61.1,156.7,262.6,99.1,121,70.3,89.2,170.5,42.1
"asnA",474.1,635.7,1495,562.4,410.1,1086.4,420.8,383.1,145.1,395,195.6,90
"viaA",444.1,547.1,859.2,712.5,385.1,591.3,520.6,621.6,119.9,113.8,339.8,201.2
"ravA",360.8,452.2,781,565,180.2,351.2,506.5,494.7,138.1,127.7,617,236.6
"kup",275.6,177.9,254,131.3,184.7,43.1,133,140.6,95.7,80,131.4,61.4
"rbsD",4174.6,16131.4,17237.6,47946.7,3439.8,16738.2,34071.5,36261.2,5084.1,6205.3,8216.7,8048
"rbsA",723.5,5071.2,5979.4,9546.3,945.1,2184.5,6581.4,4826.9,1216,1582.2,2917.6,1457.7
"rbsC",1075.7,6447.4,7017,11750.6,946.8,4403.5,7041.6,5806.3,2416.8,2528.8,3870.8,1457.7
"rbsB",4216,17925.5,23526.7,29099.4,2821.3,19735.9,42964.1,17758.1,4580.4,6711.8,9682.6,5424.6
"rbsK",606.1,2624.7,2975.2,2478.4,778.7,3178.7,5204.3,1562.1,1143.4,1392.4,1779.9,350.2
"rbsR",318.5,437.7,458.9,468.3,231.1,487.1,518.5,500.1,203.1,115.8,324.2,179.8
"hsrA",82.5,130.9,236.6,176.7,29,182.6,84.9,17.5,17.2,15.7,71,44.4
"yieP",380.6,323.6,799.1,341.1,312,377.1,374.8,379.8,99.9,99.1,283.3,112.1
"rrsC",881.2,1690.5,1883,33354.1,2657.4,3954.9,3802,3214.1,7256.1,8853.7,10868.4,9603
"gltU",7451.1,23082.4,18811.5,48041.7,26012.2,104563.9,72803.4,78697.5,5161,9028.1,8725.8,10176.5
"rrlC",10214.7,12923.8,9947.9,51637.7,60007.1,83366.4,85762.6,34488.4,6857.4,8434.5,9199.3,8866.2
"rrfC",2650.2,8549.8,7442.7,12046.9,39581.1,103305.2,100472.5,89035.9,8784.2,10716.4,11674.3,10475.6
"aspT",8931.8,5478.5,6359.6,8393.4,13321.5,9229.9,6033.5,3006.2,1880.2,2689,2065.2,3127
"trpT",4848.8,1439.3,180,762.2,5284.1,73.1,29.4,25.1,892.9,537.3,238.1,510.8
"maoP",3163.3,2493.7,1672.4,369.9,6100.3,1226.4,1160.6,666.8,784.6,890.2,705.8,345.5
"yifB",201.8,225.3,243.9,188.5,176.4,311.5,166.6,104,50.6,49.8,96.4,54.3
"ilvL",1850.5,2952.9,5113.3,6036.5,2159.6,5343.4,3888.8,2975.7,463.9,358.7,2830.6,2687
"ilvM",405.7,163.3,27.2,90.6,154.5,290.8,220.6,104.2,101.8,56.1,27.4,29.2
"ilvE",730.7,565.8,135.7,609.2,182.6,636.9,958.3,643.6,339.5,124.3,533.3,141.1
"ilvD",317.4,420.1,83.7,517.1,255.2,693,438.4,470.3,114.3,74.2,227.5,57.5
"ilvA",286,369.6,17.7,372.6,228.1,344.1,54,54.4,59.9,65.4,150.7,13.7
"ilvY",362.5,535.4,21.1,380.6,513.5,857.9,361.2,483.7,132.3,104.5,284.2,128.7
"ilvC",308.3,343.2,60.2,372.1,322.3,482.6,408.4,188.9,113.3,51.6,207.4,104.6
"ppiC",2369.4,1505.8,96.3,511.6,4318.1,1825.2,789.6,635.5,679.6,601.2,335.1,145.2
"yifN",255.9,304.9,154.8,185.5,267.2,359.7,252.6,236,63.5,61.4,179.5,118.9
"rep",704.8,718.7,393.7,390.8,844.2,529.5,358.9,327.5,359.9,148.5,284.6,154.8
"gpp",514.1,392,417.7,352.1,347.5,405.1,190.9,274.4,157.2,116.7,170,61.2
"rhlB",2628.7,2057.3,2013.2,2296.7,1780.5,1615.2,1464.2,1817.4,1061.8,694.3,1079.4,534.8
"trxA",4468.8,3293.5,3737.3,2745.5,5105.4,3439,5282.1,3359.7,1789.7,1406.1,3602.1,1289.5
"rhoL",9540.9,4495.5,1699.2,2655.6,11168.6,4735.8,4866,6905.7,4272.7,2594.2,3098.5,2658.9
"rho",2231.2,829.2,814.9,1128.5,1753.5,1098.1,1144.6,1618.6,1096.8,443.3,727,478.1
"rfe",320.7,176,211,261.4,247.9,246.2,64.9,374.6,139.4,139.8,126.9,87.8
"wzzE",361.2,430.5,426.3,299.5,686,800.8,680.3,583,193.6,297.4,262.4,150.9
"wecB",336.1,194.7,144.3,310,262.5,332.1,238.6,76.7,168.2,228.8,149.4,80.4
"wecC",656.3,536,271.8,538.3,367.7,479.1,305.1,275.6,270,235.4,225.5,110.8
"rffG",343.2,396.8,453.2,367.1,310.8,488.8,560.8,471.5,185.7,189,161.4,24.8
"rffH",542,541,500.6,605.1,255.1,593.8,467.3,658.3,200.5,165.6,156.5,70.2
"rffC",486.2,644.7,526.9,652.6,404.1,399.1,485,487.3,166.4,189.5,254.6,101.4
"wecE",324.1,323.3,415.4,322.7,437,417.5,656.4,312.7,57.5,132.2,125.6,54.7
"wzxE",197.8,261.6,249.1,395.9,225.6,191.9,374.9,352.9,108.5,98.5,131.6,69.3
"wzyE",158.3,245.4,332.3,303.6,287.4,403.8,539.9,442.8,138.9,119.4,226.2,121.2
"rffM",328.9,312.2,318.2,342.1,306.5,356.3,294.6,291,94.9,79,132.8,109.3
"yifK",435,338.2,658.1,562.7,489.1,567.6,705.6,784.4,134.7,168.9,325.2,126.2
"argX",1905.4,563.2,222.9,25.8,5681.2,449.7,106.6,66.8,185.5,228.5,212,166.3
"hisR",9768.5,8524,6339.6,12056.8,18713.6,12198.4,6618.6,3520.7,1974.7,2471.2,4389.7,5848.8
"leuT",10098.8,8003.6,4645.9,5070.1,18763.7,10120,9273.5,1493.3,2496.4,3209.3,2292.1,2555.7
"proM",895.8,502.6,345.7,42.6,432.3,42.4,25.3,24.2,4.8,16.9,29.9,158
"aslB",208.1,194.2,225.6,225.6,124.9,180.3,19.4,109,31.9,33.6,85.9,32.7
"aslA",116.2,166.1,179.2,229.1,164.1,233.5,150.8,153.6,32,35.2,107,36.6
"hemY",366.7,634.3,1389.1,860.2,529.4,703.5,1106.8,682.1,276.8,220.5,755.8,220.7
"hemX",526.3,635.5,1464.1,1049.4,715.3,1033.1,1604.3,1238.9,309.1,171.4,834.6,162.9
"hemD",997.6,1513.3,2028.2,2223,1193.3,2017.4,3137.6,3515.5,693.3,372.6,1513.2,637.5
"hemC",975.4,1351.7,1747,1453.8,878.3,1126.1,1075.5,1414.9,360.3,355.1,749.4,317.2
"cyaA",652.5,340.7,340.7,761.2,361.7,329.4,275.9,627.1,106,98.8,151.4,265.1
"cyaY",1114.2,916.8,543.5,1202.6,1478.2,1204.6,1018.2,851.8,500.7,271.8,561.2,376.8
"yzcX",NA,NA,NA,NA,NA,NA,NA,NA,10.3,29.7,32.2,39.2
"dapF",1405.7,1748.3,210.3,1642.7,1278.6,2547.8,1580.2,1320.6,718.7,618.8,1022.7,349.9
"yigA",568.9,628.6,9.6,452.1,598.1,942.2,605.8,372.7,171.2,135.9,191.9,120.4
"xerC",264.4,346.4,158.1,496.7,357.9,692.3,342,443,196.5,143.6,322.4,129.3
"yigB",203.5,299.5,43.8,169.9,229.6,372.9,358.8,250,135.4,87.5,162.1,62.1
"uvrD",798.8,754.2,164.1,1002.1,720.9,704.8,111.9,470.5,295,190.5,405.8,217.6
"corA",854,432.1,15.1,160,606.6,245.8,344.5,222.5,273.3,99.7,104.7,26.9
"yigF",91.3,59,7.9,4.8,103.1,42.4,5.2,30.5,9.8,1.1,5.2,8.4
"yigG",92.4,49.2,29,51.4,55.2,42.7,32.2,4.4,7.7,6.3,3.3,5
"rarD",269.9,384.9,189.7,292.1,249.5,482.9,173.3,239.8,72.4,103.5,117.2,26.4
"yigI",203,1038.5,199.6,691.4,231.4,634.2,497.4,686.5,122,116.9,302.9,252.1
"pldA",900.1,479.3,401.7,454.6,269.3,323.6,209.7,422.9,358.3,119.7,190,89.1
"recQ",873.2,779.3,376.6,265.3,678.9,577.8,325.5,330.6,255.6,158.2,48.1,44.4
"rhtC",434.9,230.5,266.3,542.3,199.4,420.1,117.2,318.2,170.9,64.3,139.7,116.3
"rhtB",179.4,212.6,146,108.4,141.1,365.9,152.2,69.3,31.6,38,39.7,30.9
"pldB",563,568.5,605,297.3,680.3,595.4,604,520.2,333.4,152.5,392.8,106.8
"yigL",644.9,807.6,665.6,440.4,551.9,870.3,698.1,902.8,317.7,171.7,422.9,148.8
"bioP",270.2,268.2,261.1,436.6,339.7,560.8,183.7,183.1,125.6,74.6,124.1,106
"metR",143.5,266.6,211.2,75.7,54.6,455.9,32,64.4,59.3,44.5,18.2,14.4
"metE",20.7,24.6,63.1,194,18.1,171.7,97.8,34.5,5.4,6.9,9.8,8.8
"ysgA",189.3,258.8,476.1,751.5,206.1,430,488.6,732.5,53.2,60.7,199.9,137.5
"udp",1177.1,8921.6,14863.6,10747.7,1738.1,8701.7,17155.2,21453.5,1858.6,2331.9,4224.1,3437.9
"rmuC",387,643.9,872.4,988,256.8,355.4,631.8,704.9,443.1,225.9,381.4,244.1
"ubiE",1450.9,1589.5,1657.6,1353.2,1282.3,849,1116.2,1168.9,749.6,443.8,661.2,274.6
"ubiJ",1026.7,1052.3,937.6,1030.4,1338.3,1775.7,1452.7,1345.1,682.3,425.7,729,278.2
"ubiB",1275.5,1237,1115.3,927.8,966.9,779.2,753.4,598.6,681.7,331,473.6,232.3
"tatA",NA,NA,NA,NA,NA,NA,NA,NA,1815.1,969.3,1399.1,731.6
"tatB",NA,NA,NA,NA,NA,NA,NA,NA,1531.2,855.6,1054.2,442.4
"tatC",2057.3,1477.6,680.6,783.2,2978.4,1638.3,716.3,659.6,1027.8,376.9,451,273
"rfaH",1133.4,312.4,341.8,222.7,827.8,173.6,111,132.4,188.2,63.6,70.8,73.4
"ubiD",1615.4,2564.8,988.9,1904.6,907.4,1823.1,1738.9,1181.5,661.1,477.5,1070,439.3
"fre",1674.3,2923.8,320.3,2028.7,1652.9,2907.7,2897.4,1842.8,628.7,511.9,938.2,495.7
"fadA",179.2,894.4,100.8,2151.2,238.9,1759.6,1129.7,1767.6,113.3,60.1,701.7,478.1
"fadB",110.1,1033.5,13.6,1381.9,18,1536.1,1119.2,1806.6,42.2,58.9,1231.9,262.4
"pepQ",612.7,1507.1,96.4,876,472.2,1282.3,1738.9,1693.3,303.3,299.5,928.3,240.1
"yigZ",556.6,644.6,85.4,684.2,649.3,928.6,818.1,1226.2,379.2,194.6,767.5,336.2
"trkH",595.6,532.8,11.3,640.2,461.9,865.9,605.3,666.1,229.8,176.1,341.4,182
"hemG",747.8,678.7,37.1,598.6,900,953,921.4,596.4,261.4,217.5,522.3,239.5
"rrsA",881.2,1798.3,1143.4,22850.6,2657.2,3954.7,3789.5,3214,8204.8,8773.7,11179.9,10125.2
"ileT",16179.4,8585.2,1551.6,2015.7,34740.1,7372.9,2755.4,1617.7,2203.1,2139.8,1750.2,2187.4
"alaT",15387,7614.3,2821.2,6088.9,49002.7,20254,11139.1,2772.9,1363.1,3000.1,1222.5,2014.2
"rrlA",16957.6,22804.4,20121.4,50960.4,54566.6,93696.6,81403.2,65770.9,7443.9,8401.9,9992.8,9113.1
"rrfA",7738.7,16721,15467.9,46305.4,52594.9,95912.7,76107.9,57121.9,7489.3,8310.6,10481.1,11541.5
"mobB",277.5,438.7,41.5,415.9,295.5,528.5,275.4,426.9,82.4,60.3,231.4,139.1
"mobA",240.6,381.5,74.3,304.4,142.3,375.9,266,447.5,128.8,68.7,253,101.2
"yihD",1930.5,2223.1,4358.7,1088,1934.7,1977.6,2404.4,1501.1,457.9,664.7,1992,484.4
"srkA",2229.4,1183.8,927.6,1160.6,1851.6,2514.9,1495.8,1435.4,1275.7,619.1,1045.4,497.3
"dsbA",3392.7,2618.9,2078.1,940,3226.8,2188.8,1092.7,816.6,1144.5,672.8,839.1,400.1
"yihF",202.3,169,168.3,267.7,239.6,357.1,177.7,93.4,89.6,41.7,110.1,58.6
"yihG",548.2,153.8,88.7,67.9,394.9,279.2,74.2,43.6,258.6,54,47.6,50
"polA",723.7,577.1,856.6,685.7,481,652.2,661.1,797,302.9,158.7,450.5,256.4
"spf",13170.2,1420.8,885.9,1474.6,14798.1,805.9,236.6,205.3,804.2,147.1,208.6,497
"yihA",3081.9,2785.3,2281.9,1481.6,4080.1,3231.3,2057.5,1494.8,1613.5,777.1,1081.4,628.8
"yihI",1591.1,1009.5,1177.5,1147.8,1285.3,838.2,1397.4,1075.8,689.5,202.4,803,325
"hemN",548.3,579.5,529.9,473.3,379.4,490.9,706.8,472.9,278.7,122.8,364.5,196
"glnG",226.1,242.2,620.9,122.2,58.5,316.1,254.3,369.4,56.7,58.9,247.7,24.3
"glnL",374.5,318.5,566.6,327,252.1,393.1,448,351.9,113.1,166.1,210.9,71.2
"glnA",473.6,704.3,2094.1,558.4,475.8,663.4,667.6,399.5,296.3,229.7,472.9,92.9
"bipA",6930.7,2268.9,901.9,856.5,5394.5,1535.1,834.4,1179.4,1781.7,457.8,367.5,347.2
"yihL",105.3,147.3,153.6,151.2,154.6,241.1,184,132,56.7,32.5,80.5,27.1
"yihM",62.4,185.8,295.5,163.4,126.6,198.2,187.5,169.5,64.7,41.5,104.2,31.4
"yihN",12,36.4,27.6,29.8,16.5,14.6,13,11.2,2.8,2.9,2.1,1.3
"ompL",48.7,86.8,72.1,77.8,94.8,61.5,48.5,93.6,2.6,2.3,3.9,1.9
"yihO",62.5,73.7,58.5,60.2,105.3,79.3,72.9,65.6,16.8,17.2,28,20.9
"yihP",10.4,76.4,31.7,34.4,23.3,62.4,17.8,30.1,4.1,6.2,3.7,1.4
"yihQ",211.3,238.1,145.8,406.9,241.6,544.8,171.4,104.6,40.3,37,88.8,15.3
"yihR",64.6,98.2,74.9,17.6,15.6,203.4,9.3,17.1,4.3,2.9,7.7,5.2
"yihS",53,95.9,43.8,61.4,50.7,169.2,23.2,28,8.8,3.4,46.4,12.9
"yihT",123.1,182,337.4,266.8,193.1,332.7,256.3,187.4,48.3,42.7,119,30.4
"yihU",15.6,17.3,53.6,19.9,19.5,133.1,33.9,18.8,3.3,3.2,7.2,1.6
"yihV",117.3,158,259,310.3,325.9,436.6,254.9,173.3,64.3,48.7,109.9,42.8
"csqR",345.1,697.3,913.2,421.1,498.7,564.8,528.8,473.2,165.9,114.3,308.8,126.7
"yihX",520.9,1285.5,2057.3,1573.8,627.9,2337.2,3523.9,1833.7,245.4,454.1,1772,456.8
"yihY",130,299.3,194.9,435.7,131.8,403.8,622.3,439.2,78.2,70.6,656.3,114.1
"dtd",572.1,892.6,179.8,1012.8,571,1180.5,1001.5,1321.9,226.2,194.8,848.9,218.5
"fabY",367.3,464,90,524.1,561.7,696.5,557.4,714.5,130.1,147.4,332.8,172.2
"yiiE",118.3,124.5,30.1,156.9,159.4,247.7,172.2,250.1,26.9,35.3,39.7,6.1
"yiiF",150.3,206.1,15.9,270.7,173.1,230.1,204.6,175.9,39.4,35.7,112,69.1
"fdhE",574.6,681.6,57.4,742.1,807.8,1435.8,718,1029.6,385.2,263.6,457.8,210
"fdoI",1418.9,2753.4,65.4,1682.1,1060.8,3162.5,1663.5,1826.7,893.6,980.4,1360.3,347.5
"fdoH",714.5,1954.8,109.4,1485.5,608.4,2528.3,1719.2,2182.8,648.1,1024.3,1175.9,206.9
"fdoG",1357.6,3641.7,181.2,1905.5,623.5,1491.3,1079.6,1543.2,987.2,887,1900.5,308.6
"fdhD",458.6,474.6,165.8,646.4,312,585.2,557.6,979.8,157.8,115.9,563.8,188
"yiiG",111.3,115.7,69.9,23.8,118.9,129.1,11.9,20.1,19.9,19.4,22,7.6
"frvR",118.8,147.7,151.6,104,28.8,284.2,26.3,50.2,31,11.5,67.3,16.1
"frvX",162.9,229.3,194.5,94.3,188.3,252,128,204.8,32.3,28.3,51.6,16.8
"frvB",100.8,162.6,131.2,154.8,134.3,393.7,139.7,102,78.2,55,137.4,56.8
"frvA",140,267.9,201.8,316.4,29.1,284.8,77.3,122.6,9.1,10.1,62.9,44.4
"rhaM",9.7,64.6,61.6,26,21.5,65.2,9,11,14.5,1.6,5.1,1.3
"rhaD",180.1,265.7,234.9,342.5,57.5,141.5,48.4,151.9,29,35.5,97.3,38.8
"rhaA",77.6,166,108.8,295.3,101.1,96,52.1,161.1,87.8,19.4,29.9,41.6
"rhaB",231.2,275.6,229.9,236.5,125.2,248.1,180.5,132.5,76,76,93.8,71.9
"rhaS",73.6,144.4,138.8,335.2,94.2,147.3,138.9,98.7,14.1,34.9,47.9,21.3
"rhaR",52.8,65.6,23.7,131.9,133,287.8,145.2,134.7,5.3,16.8,55.2,38.6
"rhaT",65.4,113,37,211.9,22.4,124,37.7,49.1,6.4,6.9,10.8,20.6
"sodA",2296.1,3456.7,364.8,5428.5,2857.4,8412.9,719.8,6750.9,1584,1186.6,773.3,1097.6
"kdgT",156.5,211.7,243.5,176.1,132.5,71.2,136.2,74.5,38.4,9.9,109.4,35.8
"yiiM",421.2,480.7,1128.4,717.9,328.2,397.3,746.1,633.8,121.3,92.6,288.1,138.1
"cpxA",419.8,407.4,962.7,763.3,430.3,545.3,677,603.8,203.3,177.3,329.3,151.8
"cpxR",1039.1,1385,4393.1,1340.9,734.9,966.3,2390,2154.1,523,298.5,887.8,328.6
"fieF",1280.7,1034,1596.5,1446.5,1007.5,1224.2,1253.9,1568.5,487.8,289.1,1061.4,618.3
"pfkA",1887.9,2046.1,6751.7,2208.3,3608,2055.8,4606.1,4226.3,648.4,594.7,1510.6,744.2
"sbp",303.4,213.1,159.8,55.7,276.9,490.3,739.7,181.5,31.1,168.6,61.8,12.7
"cdh",370.9,397.7,222.4,212.3,397.2,297.2,166.4,340,112.8,115.4,124.8,80.1
"tpiA",2194,3285.2,10749.2,3348.8,2665.5,4687.4,5884.6,4995.2,776.9,827.1,2047.6,935.5
"yiiQ",343.6,491.5,517,368.3,282.6,581.8,430.2,384.7,168.8,103.6,326.2,87.4
"yiiR",263.9,338,316.4,398.5,265.2,150.2,190,282.2,122.5,39.8,189.7,113.7
"yiiS",106.6,344.4,347.8,656.1,130.8,673.4,2000.9,1457.2,22.4,79.2,872.8,294.3
"uspD",220,893.1,496,1152,210.9,646,1986.8,1579.7,52,120.1,1249.6,558
"fpr",467.1,867.6,142.5,535.8,657.2,1403.3,1057.5,876.4,234.5,229.8,360.4,212.5
"glpX",826.9,1161.6,131.5,996.7,908.4,1123.1,637.6,969.1,732,277,409,203.2
"glpK",202.7,3029,42.3,375.9,75.1,655.7,558.8,694.1,1238,28.8,341.9,33.7
"glpF",217.1,1269.1,57.7,587.6,229,472.5,633.5,604.1,1952,121.7,623.9,76.6
"zapB",2344.9,2308.4,118.3,1584.6,4415.6,3360.2,2417.7,1247.7,1406.8,553.8,1199.6,719.6
"rraA",4699.2,4656.8,368.7,5059.1,8655.8,9450.9,11523.9,4910.7,879.2,1258.3,1984.3,1157.3
"menA",872.8,523.4,174.3,547.2,640.5,576.5,247,216.3,272.6,133.4,203.8,140
"hslU",2137.2,1045.7,778.5,663.8,2121.6,1871.8,616.1,629.2,606.1,156.2,408.3,182.6
"hslV",2797.1,2132.9,1480.6,922.1,3237,3706.3,1353,1598,1181.5,445,1052.9,359.8
"ftsN",1539,1315.2,756.4,888.1,1631.3,1374.4,845.6,651.7,579.5,349.4,533.1,323.9
"cytR",478,1468,1357.2,1135.5,599.1,2339.2,1345.4,1033.8,600.6,528.5,797.2,284
"priA",273.7,239.3,168.5,125.3,268.7,232,24.6,102.9,131,61.4,42.3,22.7
"rpmE",13009.5,6441.9,1376.4,2349.3,24405.3,4300.1,3404.9,2818.9,3916.6,4246,1256.3,1073.7
"yiiX",388.4,159.8,41.1,81.8,355.8,434.9,148.2,266.9,43.7,19.8,17.6,11
"metJ",2038.4,1547.8,869.3,571.4,3456,1700.9,1743.6,1202.7,573.7,420.1,665.6,335.9
"metB",236.5,256.3,178.6,204.8,55.9,452,254.8,177.9,64.1,39.2,92.8,45.2
"metL",398,386.7,578.1,518.4,84.8,334.5,73.3,332.8,134.3,56,199.2,113.4
"metF",130.8,194.8,187.5,294.6,27.1,119.2,48.9,23.7,13.9,51.5,48.7,24.6
"katG",620.9,600.4,10962.7,1211.5,333.4,1120.1,2141.5,1292.3,184.9,215.5,1710.2,245.1
"yijE",264.9,310,301.6,234.3,228,379.9,43.8,119,63.8,35.1,88.2,59.6
"yijF",145.3,248,161.6,138.3,22.9,115.7,20.4,39.4,27.8,30.9,13.7,8.5
"gldA",248.5,402.1,2085.8,506.5,365.2,389.1,661.8,313.5,46.9,59.7,183.6,52
"fsaB",15,91,512.2,48.7,16.7,77.4,59.8,51,3.5,5.2,55.8,4.9
"ptsA",125.7,229,297.9,265.9,178.5,313.5,231.9,242.8,11.2,25.6,70.8,33.2
"frwC",107.4,187.6,428.2,366.5,92.3,360,131.8,177,45.9,19.9,34.5,23.2
"frwB",127,215.5,216.6,271.9,164.3,276.9,112.9,160.5,37.2,14.4,95.6,35.8
"pflD",19.8,18.8,109,34.5,29.6,195.4,60.6,33.4,4.6,9.7,48.3,5.1
"pflC",222.7,387,724.5,1279.2,245.9,451.3,273,354.1,100.4,71.1,170.7,62.2
"frwD",18.8,62.8,53.1,17.1,53.6,183.3,44,23.3,3.7,3.7,14.6,3.7
"yijO",70.3,177,394.7,180.2,119.6,252.3,93,104,34.7,33.9,111.8,42.4
"eptC",1285.7,663.2,276.9,299.6,584.4,315.2,94,188.5,381.4,208,218.3,102.7
"ppc",313,447.9,1360.7,1043.7,447.4,1257.6,1559,1253.2,111,201.3,581.2,191.5
"argE",428.1,495.9,1209.6,857.4,312.4,642.5,896.1,674.4,171.3,137.5,677,256.6
"argC",55.5,87.4,62.6,58.1,95.6,312.7,120,114,4.6,37.1,12.9,7.7
"argB",267.1,332.2,152.5,456.7,42.4,309.6,373.5,325.6,96.6,103.1,290.5,106.7
"argH",282.1,265.5,83.7,494.7,185.9,314.8,263.2,321.9,10.1,55.3,165.3,78.8
"oxyR",757.9,817.1,147.8,550.8,785.3,1029.5,618.2,466.2,221.8,256.5,276.8,134.9
"sthA",364.2,4918,40.9,2973.2,326.7,5350.8,2263.6,2594.1,560.1,699.7,2084.4,547.7
"fabR",1492.8,3440.6,40.1,2141.6,2310.3,6750.3,4650.8,2211.7,942,1114.5,2355.9,830.8
"yijD",973.8,2079.3,75.5,1506.7,1074.8,2598.8,1362.7,1070,524.1,541.9,1263.9,607
"trmA",1785.5,718.9,44.4,772.5,1393.3,473.1,346.1,724.3,476.4,183.1,283.4,313.2
"btuB",402.2,207.5,10.3,134.6,359.8,311.8,197.6,157.4,78.2,46,108.6,51.5
"murI",513.1,821.5,112.2,417.2,492.2,576.1,325.9,580.3,342.7,204.9,255.2,145.7
"gltT",10509.2,23360.8,19088.5,41421.3,42557.2,98518.9,64116,69686.6,4538,7553.4,7250.4,6809.2
"rrfB",4811.3,9314,11394.9,21047.3,48476.8,92339.6,99757.8,86697,8828.8,10525.3,11210.1,10775.5
"murB",1053.9,819.7,324.5,377.9,935.8,658.5,402.5,452.6,674.8,216.5,393.2,157.4
"birA",849.9,514.9,668.3,320,523.3,529.2,557,438,367.6,120,257,184.5
"coaA",564.1,488.1,242.9,271.9,435.7,389.8,330,230.9,222,128.3,127.9,99.8
"thrU",15846.6,14889,10569.8,17924.8,34334.3,53693.2,19217.1,8716.8,2232.6,3180.8,2063,2251.6
"tyrU",7467.6,4748.1,2489.9,3246,16275.6,6555.1,3772.1,2690.2,1250.3,1752,1073.3,1216.2
"glyT",17564.3,17977.1,16853.4,21013.1,46637.2,53163.7,8981.7,12377,2457.2,3535.4,3410.9,6596.7
