"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"ycjR",1.0113,0.8494,1.0421,0.83,0.9528,1.1215,0.9117,1.0579,1.0155,0.9483
"cusS",1.9723,2.24,1.8647,1.7883,1.6917,2.1935,1.7821,1.8098,1.8813,1.9677
"rlhA",2.934,3.0864,3.4345,3.0765,3.0975,3.1816,2.764,3.3615,2.6438,2.757
"ykgF",3.7826,4.021,3.6828,3.7745,3.7805,4.4173,3.7439,4.2716,3.859,4.1604
"ssrA",8.6956,8.6956,8.6956,8.6956,8.6956,8.6956,8.6956,8.6956,8.6956,8.6956
"yecM",4.3628,4.3403,4.4918,4.3705,4.4506,4.3628,4.5629,4.3509,4.3851,4.551
"yqhH",1.0387,1.1928,1.1506,1.2157,1.0547,1.3523,1.0971,1.1397,0.9832,1.0826
"ddpF",0.6883,0.839,0.709,0.6899,0.6619,0.8482,0.5046,0.8768,0.5712,0.5118
"sthA",5.9241,5.4451,5.3642,5.6477,5.8642,5.1421,6.1175,5.6916,6.1985,6.0968
"cobB",3.2642,3.2455,3.0545,2.9514,3.1955,3.0399,3.4797,3.0975,3.6121,3.7211
"mdtL",0.7831,0.7635,0.877,0.8671,0.8742,0.5019,0.8963,0.775,0.9719,0.7945
"gfcC",0.5237,0.5191,0.4856,0.4376,0.4603,0.553,0.5647,0.5225,0.435,0.4725
"kptA",0.9466,0.9041,0.7655,0.8278,0.8496,0.8573,0.8627,0.7308,0.8565,0.9446
"yddE",0.4294,0.3642,0.4314,0.405,0.377,0.4006,0.4005,0.3524,0.37,0.3939
"tauA",0.6834,0.6797,0.6028,0.5465,0.5564,0.6285,0.6769,0.5779,0.8802,0.5943
"ybhG",0.4994,0.5252,0.5029,0.5184,0.4786,0.5109,0.4706,0.4849,0.4795,0.4569
"tpx",7.5105,7.607,7.6297,7.6751,7.6297,7.5277,7.4605,7.6181,7.5613,7.4714
"ccmD",3.1788,3.533,3.7392,3.8865,3.7211,4.0827,3.5133,4.0271,3.8152,3.6144
"mokB",0.6544,0.676,0.4007,0.3999,0.4259,0.5922,0.4647,0.4364,0.4367,0.7403
"modE",3.5004,3.642,3.3753,3.3615,3.2903,3.6776,3.3515,3.6197,3.2995,3.4925
"yhjG",0.8164,0.4519,0.593,0.7463,0.6679,0.5862,0.8818,0.676,0.7959,0.8168
"chbG",0.6437,0.6259,0.5349,0.5379,0.475,0.6509,0.4917,0.5005,0.4728,0.6454
"infA",6.2668,6.2601,6.2711,6.2858,6.4521,6.7672,6.1497,6.2924,5.8964,6.2793
"ygeA",3.4447,3.6355,3.305,3.674,3.4719,3.5996,3.3584,3.3902,3.4248,3.3677
"phoR",1.7285,1.6799,1.5366,1.7988,1.6283,1.8906,1.7128,1.7218,1.5834,1.6842
"msrP",2.1194,2.2519,2.4101,2.3934,2.429,2.8219,2.3472,2.4851,2.3213,2.3274
"tktB",1.8239,1.2467,1.6393,1.7003,1.8845,1.1459,2.0224,1.755,2.1566,1.7269
"ilvE",5.2286,4.2238,5.6678,4.193,5.0887,4.2727,5.7007,4.4526,5.7163,5.7209
"djlB",0.507,0.4517,0.5021,0.3859,0.4769,0.5361,0.4834,0.5168,0.4603,0.4572
"rbbA",2.1455,1.9542,2.4749,2.6556,2.2286,2.4279,2.0756,2.2968,2.0837,2.1526
"hmp",2.3587,2.0517,2.5803,2.7174,2.5723,2.1717,2.6144,2.2932,2.8035,2.5834
"leuE",2.4749,2.4021,2.7797,2.6175,2.8371,2.3513,2.6477,2.4438,2.269,2.7608
"adk",5.3661,5.3734,5.9623,5.5255,5.4106,5.6138,5.3355,5.4933,5.2266,5.2266
"yqaE",2.4174,1.4583,1.1322,1.6172,2.0598,1.003,2.4475,1.535,2.1702,1.9542
"yeaG",2.8151,2.9749,2.6903,2.8549,2.8944,3.2699,3.0271,3.1631,2.8091,2.8342
"adeQ",0.9491,0.5779,0.6626,0.817,1.0035,0.7547,1.084,0.8901,1.0295,1.084
"mnmE",0.4439,0.4558,0.4008,0.3891,0.4125,0.6352,0.4014,0.4119,0.4035,0.4265
"torC",1.2479,1.3591,1.9176,2.2808,2.1051,2.2675,2.4592,2.253,2.136,2.4768
"gatA",1.2006,1.369,1.554,1.6179,1.3604,1.5787,1.2514,1.6275,1.2498,1.299
"poxB",0.537,0.5698,0.4701,0.5454,0.5366,0.5948,0.5602,0.6461,0.5652,0.6433
"uspE",5.2114,5.2658,5.2205,5.7209,5.4861,5.4956,5.4148,5.3978,5.3274,5.4313
"mglA",5.5023,5.4106,5.5878,5.7816,5.4063,5.5108,5.5108,5.5462,5.4717,5.5698
"metG",0.5309,0.5786,0.6632,0.5621,0.53,0.5326,0.522,0.5198,0.4572,0.5302
"micF",5.279,5.3333,4.3319,4.8685,5.1302,5.3398,5.0171,4.8979,5.1244,4.8635
"ulaD",2.3183,2.2949,2.0987,2.3013,2.3633,2.6865,2.2329,2.4122,2.2354,2.3472
"lapA",5.4511,5.4047,5.0233,5.3527,5.3734,5.2391,5.2525,5.4552,5.2844,5.3128
"cpoB",6.0204,6.0178,5.9793,5.6163,6.0819,5.8743,6.1874,6.0047,6.2498,6.1737
"glmS",0.3809,0.3646,0.383,0.4136,0.4426,0.3783,0.3847,0.4527,0.4449,0.425
"yfaY",0.6139,0.666,0.5884,0.7278,0.6035,0.8095,0.5562,0.7828,0.5328,0.4779
"moeA",2.3821,2.2764,2.0793,2.1321,2.3915,1.8415,1.8795,2.3095,2.0252,2.0231
"mnmA",4.5706,4.2771,4.6071,4.39,4.6759,4.3662,4.5642,4.5539,4.4981,4.5595
"yfcG",0.881,0.7115,0.8671,0.8044,0.9199,0.8394,0.9315,0.8492,1.1177,0.8095
"aslB",0.9514,1.2198,1.1177,0.883,0.8241,1.0468,0.7885,0.8742,0.7554,0.963
"yhiD",0.8421,1.054,0.9744,0.9496,0.9634,1.2388,0.965,0.9892,0.7674,0.9612
"chaB",2.9989,3.3503,2.7721,2.8799,3.1683,2.9978,2.9103,3.0864,2.9085,3.1046
"yhhA",1.8431,2.0239,1.8622,2.168,2.0261,1.9418,1.964,1.9711,1.694,1.8369
"glnK",0.9416,1.0867,1.3287,1.1494,1.2105,1.2745,0.8056,1.2264,0.9466,0.8138
"otsB",1.5462,1.7227,1.6606,1.4958,1.5806,1.7059,1.491,1.7821,1.4137,1.5721
"yoaG",1.2625,1.1068,1.5174,1.3783,1.4548,1.6643,1.3015,1.5509,1.1831,1.3092
"ybbP",0.4,0.5673,0.4735,0.5343,0.5234,0.4428,0.4218,0.4666,0.4744,0.4412
"nusA",5.666,5.6254,5.7968,5.6771,5.6312,5.2722,5.6048,5.6138,5.6112,5.6587
"ybcJ",2.7875,3.1283,2.8675,3.2945,3.0102,4.1941,3.0821,3.565,2.8496,3.5407
"sdhA",0.5267,0.5912,0.577,0.4919,0.4412,0.5279,0.4961,0.5996,0.5062,0.4894
"sfsA",5.2412,5.146,5.0922,5.1617,5.1942,5.1702,5.3714,5.2844,5.3333,5.4148
"yejL",5.1542,4.6416,4.4134,4.4898,5.0053,4.1009,5.1771,4.6169,4.9215,5.1341
"pal",6.6538,6.6906,6.627,6.3835,6.5461,6.6538,6.9879,6.6906,6.9401,6.872
"ynjB",0.9799,1.2789,1.1446,1.0209,0.7678,1.465,0.8742,1.0362,0.9364,0.8918
"ibaG",4.7019,4.7875,5.2016,4.6573,4.6491,4.7371,4.4468,4.715,4.3973,4.4605
"yijE",2.8829,2.8762,2.5176,2.7201,2.6502,2.5709,2.852,2.722,3.0172,2.7549
"yiaC",2.3841,2.4813,2.4699,2.4447,2.2834,2.2449,2.2844,2.27,2.2311,2.1427
"hybG",2.4215,2.5132,2.1061,2.1353,2.2179,2.7167,2.6771,2.8237,2.6502,2.6389
"rpsK",7.4798,6.95,6.8161,6.872,7.4405,6.5154,7.5521,6.9713,7.5708,7.5795
"ygiL",0.4701,0.4254,0.3801,0.3487,0.3787,0.486,0.4084,0.4771,0.3388,0.4957
"gcd",1.9867,1.8298,2.3454,2.0995,1.9846,1.8333,2.0293,2.0661,2.097,2.0038
"proW",2.0344,1.9085,2.2,1.477,1.5927,1.8722,1.901,1.9858,2.0862,1.8339
"hisD",5.1028,4.6708,5.6771,4.1082,4.7996,4.2829,5.3419,4.8283,5.5301,5.0666
"cobU",3.1334,3.1955,3.2099,3.0303,3.2699,3.0591,3.2443,3.1259,3.0864,3.07
"lfhA",0.5758,0.5456,0.4725,0.564,0.4643,0.5158,0.4786,0.5711,0.552,0.4659
"ybaL",0.7256,0.6354,0.6699,0.634,0.6687,0.6356,0.7073,0.6908,0.5769,0.6966
"ylaC",2.4737,2.3274,2.4813,2.4877,2.4967,2.5969,2.5132,2.7111,2.3696,2.2808
"scpC",0.4201,0.4842,0.4737,0.4202,0.4015,0.4757,0.4286,0.3357,0.4458,0.4466
"yhfX",0.622,0.6763,0.5478,0.5589,0.5548,0.6608,0.6002,0.576,0.5206,0.9487
"fepC",2.6072,2.6438,3.1082,2.0732,2.1464,2.8721,2.7167,2.7245,2.7954,2.7505
"rsxE",2.2619,2.4133,2.6687,2.2755,2.3443,2.5466,2.2354,2.6649,2.2145,2.2365
"yacG",4.2607,4.2829,4.2566,4.2716,4.2652,4.2702,4.1107,4.2118,4.0652,4.2343
"gabT",2.7608,2.7387,3.3121,3.0086,2.7324,2.9398,2.6292,3.0234,2.8269,2.5769
"trxA",6.9713,6.8676,6.872,7.0651,6.9713,7.0003,6.9661,7.0591,7.0438,6.9713
"yieF",2.9066,2.9837,3.2611,3.3999,2.9197,2.886,3.2065,2.8291,3.3894,3.2957
"yeiG",3.7199,3.7597,3.9518,3.542,3.6835,3.9293,3.7573,3.9547,3.9015,3.8369
"ybhS",1.7294,1.5395,1.2454,1.395,1.5034,1.1977,1.8339,1.2561,1.9526,1.7353
"flhD",1.9514,1.9753,1.8983,2.0398,2.0052,2.1347,1.9914,1.8851,1.8525,2.0685
"iscA",6.7389,6.8887,6.5317,6.4735,6.5968,6.8161,6.417,6.7286,6.3212,6.3395
"yqaA",3.4912,3.3111,3.3999,3.3188,3.6594,3.1399,3.7782,3.2099,3.5818,3.8216
"yniA",4.8204,5.1384,4.3418,5.484,5.187,5.4084,5.1785,5.2969,5.2674,5.2448
"fadB",7.7634,7.8076,7.1624,7.8497,7.8497,7.8729,7.7831,7.83,7.8729,7.8076
"secB",6.8305,6.5024,6.5865,6.6538,6.7491,6.3016,6.927,6.569,6.8946,6.8443
"pnp",6.5419,6.6372,6.7831,6.5154,6.3974,6.7586,6.5317,6.7831,6.569,6.4333
"mmuM",0.3966,0.348,0.362,0.4701,0.3835,0.383,0.4907,0.3399,0.4099,0.5421
"rplA",7.1048,7.1412,7.3811,7.099,7.1412,7.3054,6.9811,7.2432,6.8887,6.9879
"pinR",1.595,1.2834,1.2664,1.288,1.5957,1.1842,1.38,1.1884,1.3346,1.349
"yqjK",3.0094,3.2673,3.5624,3.6629,3.0736,3.1979,2.7446,3.3081,3.0388,2.9093
"ynjA",2.7472,2.7454,2.57,2.7025,2.757,3.0782,2.7549,3.0782,2.7188,2.6459
"sgbE",0.5291,0.5203,0.4179,0.5029,0.4907,0.6023,0.4976,0.5279,0.473,0.5174
"zapA",6.3346,6.2977,6.1092,6.1405,6.2924,6.3618,6.1572,6.1671,6.0658,6.2051
"ydhU",1.2504,1.236,1.207,1.1668,1.1878,1.2379,1.3857,1.3064,1.397,1.1836
"lysP",2.1379,1.9979,2.1141,2.0352,2.115,2.2987,2.303,1.9409,2.0905,2.2322
"ubiB",4.4173,4.4008,4.4243,4.5747,4.2401,4.0631,3.8164,4.1036,3.8746,4.0257
"yahN",1.8716,2.0489,1.2114,2.2195,2.2579,2.269,2.4859,2.0544,2.4053,2.4756
"pxpC",4.1475,3.9122,4.1604,4.0446,4.127,4.0016,4.3691,4.1301,4.5319,4.2221
"ubiV",1.1859,1.5734,1.3099,1.2856,1.236,1.7246,1.299,1.7113,1.4377,1.5595
"arnT",1.538,1.2909,2.6359,1.9168,1.7679,1.1853,1.5581,1.6102,1.5581,1.7104
"essQ",0.2259,0.2614,0.2794,0.2436,0.2891,0.2143,0.2289,0.2609,0.249,0.2329
"narI",2.9416,3.181,2.6072,3.7199,3.7995,4.216,4.0039,4.1955,4.2186,3.9076
"ycbJ",4.3234,4.5427,4.0353,4.7065,4.5411,4.9135,4.6633,4.8144,4.861,4.6656
"ycgL",4.6416,4.4753,4.796,4.6926,4.8175,4.7506,4.5048,4.7004,4.3263,4.5946
"dsbG",1.6049,1.4614,1.9998,1.4668,1.7202,1.5482,1.7721,1.5705,1.5336,1.5915
"pdeR",3.7439,3.7053,4.1092,2.938,3.7819,3.5712,3.9109,3.7361,3.937,3.9015
"amtB",1.8666,1.7875,1.3333,1.6643,1.7909,1.6582,2.1022,1.6529,2.1643,1.8787
"rcsD",2.7296,2.4122,2.6792,2.2798,2.754,2.3902,2.8738,2.756,2.6975,2.8757
"ytfT",0.4572,0.509,0.4936,0.5186,0.5478,0.6143,0.413,0.5158,0.5606,0.4515
"artP",3.3697,3.5818,6.3212,3.3243,3.1082,3.4607,3.0832,3.4248,3.0464,3.2405
"yadS",2.3069,2.2844,2.5696,2.227,2.2365,2.4729,2.2918,2.1927,2.2286,2.253
"ptsG",1.6156,1.6601,2.3725,2.0561,1.7253,1.608,1.6315,1.6945,1.5589,1.8104
"yjcE",0.382,0.4175,0.3971,0.415,0.4416,0.4126,0.3426,0.4248,0.3588,0.4827
"fhuD",1.5638,1.4446,1.4928,1.1393,1.3585,1.2348,1.5775,1.4839,1.7493,1.6399
"yegX",1.4949,1.5618,1.8431,1.8588,1.7195,1.8504,1.4373,1.7031,1.6172,1.4412
"yeeA",3.3865,2.9113,3.1224,3.7839,3.2576,2.3482,2.3706,2.6072,2.3706,2.4504
"atoA",0.5578,0.5616,0.5148,0.7131,0.7709,0.931,0.7536,0.8594,0.8001,0.8127
"cspB",2.8195,2.4749,1.8358,2.3203,2.7287,2.019,2.1804,2.0084,2.1367,2.2051
"rpsG",7.3448,7.3302,7.607,7.2145,7.3054,7.2755,7.4143,7.3633,7.3884,7.3811
"dauA",1.8214,1.9791,2.019,1.7572,1.7059,1.8875,1.6924,1.9542,1.8923,1.7475
"nagE",2.4532,2.186,2.4085,2.6459,2.4899,2.1537,2.9123,2.3472,2.9863,3.0138
"hldE",3.0067,2.6369,2.5027,2.7071,2.9677,2.4426,3.4056,2.8052,3.3548,3.2193
"ftsX",3.7936,3.5309,3.7223,3.6784,3.7065,3.5393,3.7291,3.8655,3.6802,3.9696
"ybiY",4.6871,5.0354,3.8683,5.1942,5.0233,5.8246,5.3371,5.7043,5.7007,5.4467
"tfaR",0.5491,0.4189,0.81,0.6864,0.6959,0.4842,0.6845,0.5552,0.5541,0.6435
"gldA",5.3642,5.1907,5.0904,5.3878,5.2969,4.9712,5.7734,5.3527,5.7075,5.6312
"yjiA",2.1951,1.6784,2.1184,1.753,2.0448,1.5054,2.4394,1.811,2.4904,2.3329
"gltX",4.5556,4.7431,4.9955,4.7889,4.8406,4.8753,4.6056,4.8722,4.6826,4.5103
"yedP",1.3108,1.1954,1.1817,1.2052,1.2801,1.1986,1.3897,1.3626,1.4312,1.3578
"yhfU",1.026,1.0547,1.2003,1.1365,1.0605,1.187,1.0429,1.2536,0.9041,0.9559
"hcxA",1.6058,1.978,2.6502,1.6116,1.659,1.8024,1.5741,1.5741,1.5528,1.6908
"rnk",4.5333,4.4268,4.07,3.9869,4.384,4.5048,4.4324,4.4799,4.4815,4.4712
"yihG",0.9243,0.76,1.2052,1.0351,0.8746,0.7539,0.8613,0.9479,0.7403,0.8207
"ibpB",3.6776,3.8152,1.6179,1.9429,2.624,2.4447,2.6584,2.5317,2.3863,2.5273
"lysU",6.3153,6.1703,5.0829,5.1302,5.7788,6.1175,6.0111,6.18,6.0008,5.9332
"flgN",1.7341,1.6393,1.4856,1.6529,1.651,1.6546,2.0552,1.5781,1.925,1.9503
"ydcU",0.5538,0.6008,0.4534,0.5886,0.6595,0.4599,0.6962,0.537,0.6406,0.6035
"gspE",0.5652,0.4765,0.708,0.537,0.5464,0.7431,0.6458,0.6273,0.6371,0.5461
"livF",0.4117,0.3263,0.7815,0.6553,0.5712,0.3634,0.6028,0.4675,0.736,0.6019
"modF",0.4238,0.432,0.4603,0.3937,0.4807,0.4304,0.3751,0.497,0.3946,0.2843
"cysW",2.877,3.2841,2.7924,3.2261,3.428,3.5035,3.1921,3.4505,3.1901,3.4552
"edd",0.991,1.0862,1.2448,1.1798,1.0286,1.207,0.9496,1.1798,0.965,0.8751
"pyrH",4.1554,3.9686,4.5706,4.1842,4.0937,3.8891,3.9559,4.021,3.9154,3.8928
"roxA",3.7745,3.9869,4.1842,4.2256,4.0803,4.1974,3.5356,4.095,3.6688,3.6573
"yccT",0.9089,0.8413,0.7199,0.7122,0.6839,0.7767,0.846,0.9553,1.0166,0.8742
"ygdD",3.4815,3.6006,3.6344,3.6271,3.4709,3.6028,3.4669,3.6952,3.3382,3.5261
"hda",4.1331,4.1311,3.8251,3.949,4.0179,3.9402,4.0241,3.9654,3.9122,3.918
"ykfA",0.4122,0.4248,0.3408,0.3814,0.3402,0.4117,0.3358,0.3265,0.3626,0.4425
"pepP",5.8215,6.0658,6.3153,6.0517,5.8,6.2793,5.6477,6.1737,5.6633,5.7375
"rpsN",7.2241,7.4245,7.3302,7.0785,7.1882,7.3983,7.232,7.3558,7.232,7.2683
"queG",1.9812,1.9343,1.6379,1.5548,1.7867,2.078,2.0581,1.8223,1.9561,2.1854
"ykgM",7.6564,7.5613,7.9349,7.859,7.7282,7.8497,7.6641,7.8076,7.7193,7.6851
"fkpB",3.9239,3.7065,3.533,3.3525,3.6493,3.558,4.2575,3.5162,4.3583,4.0937
"dpaA",3.7493,3.2957,3.3418,3.7094,3.7694,3.3243,3.9676,3.4355,3.8262,4.1301
"yfcA",3.4719,3.6913,3.18,3.1326,3.4638,3.5045,3.5383,3.542,3.4327,3.5143
"mdtK",3.0801,2.9592,2.881,3.1901,3.1513,2.7954,3.0213,2.6578,3.1816,2.9366
"ytjB",3.0537,2.8574,3.0234,3.0446,2.9514,2.6213,3.051,3.0213,3.1354,2.7514
"fetB",1.4174,1.2717,1.3679,1.6283,1.4455,1.6694,1.5915,1.5765,1.4936,1.6945
"yjjW",0.7304,0.8297,0.7053,0.7046,0.688,1.0401,0.7295,0.7831,0.5506,0.885
"leuS",5.0752,5.0188,4.732,4.9938,4.9983,4.9873,4.8251,4.9667,5.0035,5.011
"mdtI",3.3121,3.1224,3.3026,3.2805,3.6028,2.8299,2.7338,2.7946,2.6006,2.6722
"ubiG",4.3277,4.4387,4.5125,4.055,4.2553,4.4592,4.2049,4.4981,4.1383,4.3222
"ybhR",2.1082,2.3986,2.1329,2.2634,2.0317,2.3725,2.0714,2.3168,2.192,2.1051
"artI",2.6015,2.6975,5.6725,2.8693,2.462,2.8539,2.6006,2.9912,2.7111,2.8675
"dacC",4.5005,4.076,4.5678,4.3756,4.7065,4.2758,4.8526,4.6281,4.8221,4.8013
"cvpA",3.1513,3.3584,3.6367,3.3805,3.2317,3.3143,3.069,3.5693,3.0854,3.1036
"ddpA",0.4257,0.4624,0.5311,0.4152,0.4278,0.4675,0.3877,0.4313,0.3605,0.3892
"ispE",3.4012,3.3753,3.6355,3.2957,3.3584,3.5639,3.4046,3.6784,3.3666,3.3357
"ldrD",3.2762,2.5184,1.8326,2.9366,3.3913,2.9239,4.1213,2.7848,4.8186,3.8142
"yphH",0.3407,0.4258,0.4386,0.5002,0.3974,0.4466,0.3859,0.4473,0.4179,0.3197
"wcaL",0.4798,0.5291,0.4647,0.5225,0.5559,0.6482,0.4987,0.5439,0.5437,0.5412
"sfmD",0.3484,0.4887,0.374,0.4238,0.3365,0.4463,0.3285,0.3925,0.347,0.4228
"ydiZ",3.412,3.542,3.4474,3.4912,3.3627,3.9571,3.2754,3.5941,2.7276,3.5589
"manY",3.9644,3.5356,4.076,4.5242,4.3568,3.542,4.4018,3.8831,4.4071,4.4324
"rlmM",4.1301,4.3362,4.2954,4.2909,4.0962,4.3967,4.0528,4.3014,4.0168,3.9914
"yphF",1.3972,1.6565,1.2549,1.5605,1.6027,1.811,1.646,1.8931,1.6306,1.7425
"gsiB",2.5615,2.5723,2.4332,2.7653,2.8549,2.5487,2.9876,2.7736,3.0601,3.0537
"prpC",5.7836,5.8683,1.473,1.6888,2.9431,4.1728,3.3098,3.9686,3.623,3.4797
"ssrS",8.4838,8.5484,8.214,8.5484,8.4838,8.4838,8.4838,8.4838,8.4838,8.5484
"nirD",0.9038,0.9379,0.6734,0.9753,1.171,1.1939,1.4939,1.314,1.5765,1.5167
"omrA",4.7179,4.1987,3.158,3.8714,4.8546,4.3277,4.7088,3.824,4.8332,4.7615
"tehB",2.6843,1.4856,1.999,1.9947,2.6429,1.5145,2.915,2.1204,2.8624,2.7782
"kefC",2.115,2.2278,1.8513,1.9677,2.0704,2.1297,2.0335,2.1229,2.1481,2.1238
"ccmH",0.3363,0.3816,0.4804,0.3666,0.4267,0.3894,0.3985,0.4107,0.3477,0.4214
"yrdB",3.9045,4.1828,3.6082,3.8216,3.8671,4.0406,3.813,4.1213,3.9317,3.9823
"yqhA",4.803,4.7337,4.7431,4.7492,4.9135,5.0576,4.8204,4.9485,4.8063,4.8109
"flgA",1.0214,0.9102,0.9994,0.8987,1.0038,1.1488,0.9849,1.1361,1.045,0.9972
"psd",5.3333,5.5946,5.4291,5.3309,5.3806,5.4408,5.4126,5.4988,5.3903,5.3714
"yjjB",1.3921,1.2207,1.3535,1.339,1.3761,1.3251,1.7391,1.5408,1.7353,1.5675
"glgS",6.4238,6.5102,5.9214,6.8835,6.7831,6.8073,6.8305,6.6057,6.5865,6.7286
"yffO",0.4631,0.4346,0.3055,0.422,0.3717,0.3738,0.3818,0.3779,0.3652,0.4769
"frwD",1.3891,1.2064,0.9479,1.349,1.3414,1.0584,1.4803,1.3084,1.6779,1.4491
"hemB",4.4538,4.6202,4.5909,4.5919,4.4918,4.8579,4.1715,4.7926,4.2566,4.3662
"topA",5.3241,5.4861,5.4933,5.2205,5.3371,5.6771,5.3958,5.5486,5.4232,5.4232
"wzyE",2.2341,2.0849,2.546,2.2406,2.1001,2.3137,2.2059,2.3168,2.4093,2.1935
"pliG",6.7338,6.5585,6.9811,6.9953,6.8401,6.9094,6.744,6.8946,6.4587,6.7389
"ylbF",0.9549,1.0759,0.9681,0.9285,0.9908,1.1468,1.0055,1.1124,0.9634,1.0468
"pflD",2.2461,2.2997,1.8167,2.0061,2.1259,2.5868,2.1546,2.3078,2.038,2.1558
"udk",3.5912,3.1025,3.0365,2.9643,3.4937,2.9387,3.7587,3.1768,3.6167,3.7925
"wcaD",0.3704,0.3009,0.2769,0.2929,0.2996,0.3054,0.4264,0.3278,0.4471,0.3324
"ldcC",1.4902,1.6606,1.6998,1.6267,1.3978,1.6385,1.4818,1.6009,1.5122,1.4312
"rpoN",5.4106,5.0788,5.29,5.2465,5.2525,5.0788,5.5656,5.2377,5.4908,5.474
"yfeX",4.2073,4.2428,4.2787,4.4568,4.3797,4.4243,4.0905,4.3127,4.2146,4.1287
"deoB",5.1907,5.181,5.2868,5.2489,5.2114,5.4063,4.9891,5.3714,5.1341,4.9641
"abpA",0.4538,0.4453,0.4347,0.4441,0.5296,0.5071,0.4941,0.5191,0.4025,0.4561
"betT",4.4103,4.6826,4.444,4.4205,4.3481,4.0537,4.3522,4.4815,4.4049,4.4932
"ribA",3.8831,3.8115,3.6271,3.6653,3.7425,3.4596,3.9195,3.674,3.8048,3.8655
"qseB",2.7446,2.9741,2.9021,2.851,2.6748,3.2849,2.7887,2.838,2.5427,2.718
"gsk",4.1,4.465,4.1162,4.0477,4.1475,4.4423,3.9782,4.2874,3.9329,4.0492
"tnaB",0.6862,0.8192,0.6987,0.6485,0.5433,0.8111,0.4922,0.6366,0.5935,0.4512
"ettA",4.4727,4.1974,4.4799,4.3339,4.4114,4.3307,4.5453,4.2278,4.5304,4.5304
"flgJ",0.9849,0.9412,0.9002,0.9034,0.995,0.8509,0.991,0.8991,1.0077,0.9753
"alkA",1.8752,1.8185,1.9607,1.7739,1.8563,1.9858,1.7749,1.9193,1.755,1.78
"zapE",0.5304,0.7407,0.7131,0.6891,0.5573,0.8056,0.5112,0.6146,0.5158,0.4466
"garP",1.2428,1.1639,0.8869,1.5934,1.3731,1.5114,1.2142,1.4424,1.2243,1.7141
"yfdC",1.3092,1.3657,1.3809,1.3512,1.363,1.3361,1.3072,1.5698,1.3287,1.2504
"amiD",3.0917,3.07,2.8762,3.0801,3.1701,3.0164,3.2805,3.1224,3.3947,3.3037
"fsaB",0.3986,0.4831,0.4223,0.3692,0.3458,0.4526,0.3276,0.4143,0.309,0.3037
"yijF",1.0952,0.9008,1.1939,1.0015,1.0632,1.0035,1.0309,1.0971,1.1746,0.9235
"trmO",2.7653,2.9491,3.0201,2.3877,2.5923,2.9093,2.4403,2.9666,2.253,2.4165
"rutR",3.989,4.1805,3.7053,3.8081,3.8844,4.2186,3.6197,3.9823,3.8381,3.8202
"ratA",0.5605,0.4994,0.6608,0.4676,0.5578,0.6288,0.4602,0.5794,0.4477,0.4952
"pqiB",2.6111,2.3961,2.5281,2.57,2.9123,2.1746,2.8063,2.6843,2.742,2.886
"ybfE",3.0854,2.9802,3.1886,2.9277,3.0554,3.019,2.8944,2.9366,2.8248,2.9075
"yjbR",4.2663,4.3084,4.3568,4.5212,4.3196,4.6441,4.3568,4.5595,4.3339,4.4423
"fecE",0.6072,0.8751,0.5529,0.6068,0.4646,0.7053,0.5978,0.4909,0.5693,0.7527
"dctR",0.3307,0.3539,0.2903,0.3359,0.3635,0.3381,0.3484,0.3651,0.3353,0.3137
"tgt",5.0922,5.0261,5.7869,4.8186,5.0904,5.187,5.0457,5.2315,5.0216,5.2052
"yfeH",2.6609,2.6687,2.632,2.5132,2.5384,2.797,2.4496,2.6633,2.5184,2.4031
"dnaQ",4.5089,4.4538,4.3351,4.0406,4.3444,4.3717,4.381,4.3568,4.1616,4.2302
"nimR",2.0746,1.9511,2.0773,2.0252,1.9902,1.9561,1.8974,2.0252,1.8046,1.9131
"sodA",7.099,6.9879,7.75,7.0484,6.8161,6.9129,6.872,6.9768,6.8305,6.8887
"rbsK",4.5868,4.6491,4.4727,4.6515,4.4738,4.7974,4.6281,4.588,4.5103,4.6807
"ymgG",3.6103,3.9431,4.1359,3.6529,3.8164,4.0803,3.5024,4.0365,3.4638,3.4958
"hscC",0.6211,0.8048,0.5705,0.6109,0.5408,0.6134,0.4953,0.5064,0.4821,0.5746
"mug",4.14,3.9621,4.0839,4.2118,4.1092,3.9361,3.9259,4.0905,4.1202,3.8755
"pdxI",3.7669,3.949,3.5035,4.1901,4.0574,4.0283,4.1525,4.0434,4.0466,4.1701
"nanM",1.4887,1.4812,2.0425,1.6741,1.5145,1.6854,1.3846,1.5691,1.2207,1.3311
"hokB",1.6203,1.5528,1.3651,1.7294,1.7285,1.5524,1.8813,1.8024,2.1402,1.5086
"allB",1.978,2.3944,2.9159,2.511,2.192,2.5617,2.0987,2.5435,2.0434,2.1546
"yggS",2.9021,2.2186,2.4411,2.3733,2.5452,2.1329,2.6429,2.4776,2.6616,2.6713
"ymfM",0.66,0.4521,1.2383,1.0771,0.7385,0.5057,0.4478,0.4418,0.4273,0.4088
"rutC",1.5469,1.5241,1.3911,1.3469,1.3257,1.4042,1.466,1.6621,1.6333,1.6049
"rsxD",1.7316,1.2189,1.6109,0.9407,1.8821,1.2593,2.2295,1.4943,2.1927,2.1607
"envZ",4.6202,4.5288,4.284,4.2146,4.5642,4.5228,4.756,4.4151,4.7398,4.6926
