"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"fhuB",1.2602,1.2243,1.5568,1.1288,1.1722,1.2189,1.3196,1.4017,1.498,1.3029
"ygjQ",0.7243,0.8385,0.8274,0.8875,0.838,0.8012,0.8589,0.9962,0.7415,0.8278
"fdrA",0.6232,0.371,0.3941,0.4421,0.6584,0.3639,0.8502,0.5304,0.7272,0.7369
"cutA",4.3222,4.0504,3.9782,4.0715,4.1862,4.1383,4.2882,4.1287,4.2553,4.3568
"spoT",3.807,4.0344,4.297,3.8101,3.8381,4.257,3.8853,4.1082,3.9141,3.9361
"aspS",5.7453,5.524,5.4511,5.5006,5.8396,5.6971,6.0079,5.983,5.9125,5.9673
"hemD",5.1617,5.116,5.1542,4.9598,4.9693,5.0067,5.0409,5.0859,5.0444,5.0683
"yraQ",1.428,1.5455,1.9579,1.568,1.3809,1.7316,1.4958,1.5981,1.666,1.3597
"rpe",4.4526,4.6674,4.9457,4.6266,4.3783,4.8706,4.3251,4.7506,4.3376,4.5089
"phnC",0.3517,0.3217,0.3815,0.4098,0.36,0.3288,0.3596,0.3702,0.3774,0.3219
"icd",8.2713,8.214,8.3564,8.214,8.1675,7.9559,8.1311,8.1675,8.1311,8.1675
"uidR",4.3967,4.6857,3.972,4.6169,4.6023,4.5768,4.4994,4.5747,4.5125,4.5352
"nudB",4.7926,4.6157,4.6894,4.4495,4.8109,4.3583,5.0321,4.861,5.0652,5.0382
"caiB",0.4957,0.4806,0.4383,0.3666,0.434,0.3999,0.4433,0.381,0.3657,0.3821
"tcyL",3.9823,3.8705,4.0446,3.9855,4.0537,3.8392,4.14,4.023,4.1918,4.127
"rspR",3.9547,3.8381,3.3913,3.3161,3.731,3.7415,3.8409,3.725,3.7468,3.824
"sucA",7.75,7.6851,7.429,7.5923,7.7193,7.5708,7.9096,7.6851,7.9349,7.9096
"yfbU",5.3034,5.2435,5.3293,5.5134,5.3642,5.4126,5.5612,5.5221,5.3787,5.5221
"sbcB",4.5427,4.2607,4.3263,4.1066,4.3827,4.5539,4.5365,4.4483,4.2256,4.4032
"mdh",7.6851,7.7193,7.9096,7.8916,7.6751,7.6564,7.6297,7.7282,7.6564,7.6751
"yejG",6.5024,6.5504,5.9361,6.3439,6.6216,6.4959,6.2823,6.3657,6.039,6.2146
"exoX",4.0365,3.9037,3.6971,3.6604,3.9392,3.9869,4.0151,4.076,4.2861,3.973
"ycgM",3.9926,4.2333,4.4049,4.5678,4.3127,4.089,4.2118,4.3146,4.3084,4.2741
"tapT",1.9131,1.4475,1.6363,1.5685,2.0535,1.4352,2.1251,1.79,2.1427,2.0089
"rutB",0.6584,0.6039,0.6916,0.5214,0.6475,0.7739,0.667,0.7544,0.8064,0.6072
"rimK",2.6912,3.1176,3.1283,3.1556,2.7679,3.309,2.6111,2.9793,2.8762,2.9233
"rcsA",1.9579,1.9033,1.7173,1.4742,1.74,1.8469,2.0352,1.9046,2.0995,1.9058
"yebW",3.7372,4.0419,3.6289,3.7936,3.8055,4.0006,3.4972,3.9881,3.2611,3.6321
"creC",2.2949,2.7008,2.279,2.4548,2.3146,2.511,2.3887,2.5349,2.4041,2.4938
"minE",5.8468,5.7816,5.6415,6.0635,5.9623,6.1837,6.3618,5.8215,6.0133,6.2924
"rpsU",6.8359,6.4838,6.7232,6.8554,6.959,6.6321,6.8443,6.5419,6.7831,6.771
"fhuE",1.5796,1.2962,1.8509,1.1482,1.2586,1.6945,1.8387,1.8298,1.9448,1.6991
"gcvR",4.9485,5.0035,5.2032,4.9315,4.9397,4.9938,5.2546,4.9598,4.9135,5.0444
"nlpC",4.4387,3.8427,3.9352,4.3602,4.6374,4.0684,4.7165,4.1974,4.7238,4.8579
"pykF",3.8272,4.135,3.7711,3.9782,4.0827,4.244,4.0667,4.135,4.0814,4.1097
"mscL",3.7415,3.8714,4.3208,4.4787,4.0072,4.2677,3.6017,3.9631,3.3515,3.8453
"shiA",2.8071,2.9652,3.3615,2.9503,2.7032,3.2317,2.9946,3.1114,2.8712,2.8614
"atoS",2.6805,2.5143,2.0869,2.8401,2.7413,2.5792,2.8211,2.7523,2.846,2.9431
"yniB",3.3494,3.6819,3.5247,3.6411,3.4225,4.0353,3.2211,3.7135,2.8799,3.2222
"glpX",3.3161,3.4877,3.5143,3.3515,3.5024,3.4963,3.4197,3.3243,3.4828,3.4177
"wcaF",0.3915,0.3266,0.3472,0.3827,0.3714,0.285,0.3657,0.3223,0.4043,0.3178
"yeiH",2.4661,2.5118,2.5388,2.4841,2.4768,2.6332,2.227,2.8401,2.2341,2.2625
"hcp",0.8502,0.6849,0.7173,0.9168,0.6608,0.9369,0.8701,0.8627,0.8813,0.893
"ydcC",0.4344,0.441,0.4697,0.3656,0.4694,0.5399,0.5077,0.4033,0.4143,0.6722
"yjiJ",2.5852,2.7523,2.4592,2.898,2.5994,2.6379,2.4833,2.6447,2.4114,2.4912
"lhgD",0.4912,0.5807,0.5257,0.5161,0.4415,0.5506,0.4221,0.4933,0.3847,0.4531
"hslV",4.6157,4.3983,3.7499,4.0137,4.3642,3.8184,4.5919,4.1814,4.7337,4.6491
"thiH",1.2003,1.1705,3.223,2.6633,1.2943,1.277,1.5385,1.4028,1.4565,1.8231
"ybjD",3.6802,3.4958,3.2317,3.6573,3.6913,3.6103,3.7936,3.69,3.8279,3.7147
"pntA",6.0733,6.2858,6.3307,6.211,6.1311,6.2977,6.1043,6.3689,6.1285,6.143
"smrA",2.6459,2.353,2.6584,2.6477,3.0294,2.0793,2.8319,2.6044,2.6675,2.7369
"ymgD",2.7848,2.8829,3.1893,2.8988,3.0655,3.1483,2.8728,2.9491,3.051,2.7413
"yihO",0.4663,0.5287,0.5291,0.5263,0.4964,0.5486,0.4227,0.4931,0.3915,0.4758
"rihA",4.2477,4.023,4.4981,4.562,4.3851,4.0477,4.7019,4.2467,4.5116,4.7355
"ycgJ",2.1353,1.9332,1.8125,1.7789,2.3254,1.8039,2.6861,2.1944,2.4065,2.9028
"ychF",5.0938,4.9379,5.2525,4.6691,4.8943,4.903,4.886,4.882,4.6656,4.7452
"yhjR",2.7728,2.3725,2.7782,2.9785,2.7736,2.1509,3.028,2.3587,2.8781,2.9475
"pheM",3.1631,3.5066,3.2762,3.8115,3.5849,3.8844,3.0482,3.3121,3.1015,3.145
"fliI",0.664,0.765,0.7635,0.7561,0.7156,0.8048,0.6886,0.8115,0.8159,0.764
"bioF",2.1336,1.5963,2.3472,1.2374,1.7417,1.5851,2.4904,1.9022,2.7296,2.4426
"yeaC",6.7232,6.9768,6.7542,6.9401,6.8258,6.9401,6.9453,6.7049,6.7389,6.8495
"fre",5.0589,5.3749,5.0002,5.2926,5.0666,4.9967,4.9116,5.0553,4.903,5.129
"narP",3.0313,3.414,3.2817,3.3406,3.1377,3.5675,2.9348,3.4455,3.0157,2.9225
"phoU",4.209,4.4832,3.9459,4.2984,4.1488,4.5304,4.1036,4.4727,4.1193,4.1886
"glcD",7.1464,7.1684,6.8305,7.429,7.372,7.2912,7.2366,7.372,7.2982,7.2755
"acrZ",3.8369,3.7135,3.7278,3.9168,4.0641,3.937,4.07,3.9259,3.7044,4.132
"yecR",0.3171,0.3583,0.347,0.3146,0.3388,0.2719,0.3602,0.3055,0.4228,0.2846
"pldB",3.2052,2.8388,3.2554,2.8738,3.0684,2.718,3.2398,2.9332,3.3357,3.2443
"ybjL",2.4133,2.1367,2.1672,2.1838,2.3678,1.9837,2.4813,2.2322,2.5143,2.3305
"yjaB",2.044,1.7316,1.6627,1.8258,2.0419,1.8915,2.0434,1.7765,2.0642,1.864
"frwB",0.4016,0.2675,0.2441,0.2689,0.4599,0.2411,1.3269,0.2473,1.1322,0.8701
"epmB",2.7982,2.7276,2.7946,2.306,2.4355,2.7822,2.6912,2.6999,2.5225,2.619
"ycbX",3.7012,3.5545,3.548,3.5903,3.9109,3.4093,3.8392,3.7658,3.681,3.8746
"xylF",4.6691,4.6796,3.9869,4.9172,4.3662,4.6778,4.6406,4.6796,4.3251,4.6266
"folA",4.7004,4.2702,4.5022,4.1391,4.7478,3.9823,4.7926,4.5832,4.7165,4.573
"sdhD",7.6428,7.6641,7.3983,7.5708,7.5613,7.5105,7.5173,7.607,7.5277,7.5105
"ybhP",0.769,0.6089,0.7742,0.7308,0.7536,0.6893,0.6811,0.7446,0.8309,0.5899
"yfdX",1.3853,1.6027,1.3619,1.4574,1.244,1.3637,0.9994,1.2234,0.9357,1.1946
"yieP",2.5978,2.4223,2.5083,2.6281,2.492,2.4833,2.3944,2.227,2.3543,2.4114
"guaD",1.7209,1.6484,1.6779,1.7781,1.6745,1.6094,1.7447,1.69,1.7078,1.6829
"rdlB",0.5898,0.269,0.2307,0.3316,0.4892,0.2283,0.7966,0.2179,0.7226,0.6622
"uxaB",1.1907,1.2298,1.4161,1.3454,1.3103,1.1593,1.2121,1.2395,1.1705,1.2388
"glpB",0.5046,0.5133,0.4671,0.5712,0.5688,0.5181,0.6449,0.4218,0.6016,0.5718
"ygbM",4.1828,3.9972,3.8262,4.023,4.2343,4.0039,4.5343,4.2401,4.4767,4.4337
"yciC",4.6148,4.632,4.3094,4.318,4.7284,4.2607,4.7775,4.6266,4.5897,4.5333
"yehX",0.6156,0.7513,0.6992,0.5669,0.6893,0.8281,0.644,0.6461,0.6375,0.7093
"sdiA",2.8124,2.6213,2.8693,2.886,2.9239,2.7653,2.9225,2.9643,2.8052,2.9348
"pgaD",1.9069,1.5086,1.8307,2.0661,2.0793,1.5581,2.0398,1.8072,1.8206,2.0126
"yfaP",0.84,0.8494,0.8147,0.7849,0.883,0.7668,0.8863,0.9727,1.0377,0.95
"norR",1.0146,1.2202,1.0659,1.1453,0.9664,1.1516,0.7742,1.1543,0.8952,0.8963
"ydcA",4.44,4.6091,3.3335,4.4932,4.6847,4.3705,4.444,4.3583,4.5815,4.5196
"cbpA",4.7683,4.3602,4.1968,4.5251,4.8722,4.6691,5.0354,4.9873,5.0491,5.0158
"punR",2.2851,2.098,2.1445,2.1854,2.4447,2.0462,2.353,2.1082,2.3973,2.3887
"yohD",2.5986,2.4041,2.3254,2.5171,2.594,2.4912,2.4978,2.4258,2.511,2.5225
"fimA",0.5534,0.6626,0.5738,0.5622,0.5698,0.8107,0.5066,0.5589,0.5087,0.5528
"yiaF",3.3656,2.9358,3.1751,3.1283,3.1721,2.6584,3.5932,2.9442,3.6537,3.4515
"gss",0.4906,0.4293,0.3732,0.4158,0.4025,0.3918,0.4157,0.3943,0.3589,0.4663
"sgcX",0.4059,0.4679,0.4565,0.4081,0.4529,0.3801,0.4666,0.441,0.4119,0.6075
"djlA",3.6584,4.1968,3.1213,3.2793,3.5891,3.9066,3.639,3.4774,3.6207,3.6344
"yaiW",4.6056,4.8376,4.2492,4.3084,4.4947,4.3135,4.6131,4.6778,4.5182,4.5288
"yggX",4.3865,4.4173,5.3151,4.8123,4.3509,4.5167,4.3673,4.5461,4.0793,4.3591
"ybaK",2.4912,2.5357,2.8871,2.8477,2.5803,2.7992,2.6199,2.9989,2.2461,2.6591
"tig",6.0178,6.1125,6.8073,6.1837,6.0178,6.4025,5.8,6.2823,5.7938,5.844
"hybA",3.081,3.4524,2.1379,2.4309,2.3804,3.5343,3.3884,3.3453,3.4984,3.5722
"rrrD",3.8683,2.7121,4.1311,4.1301,3.9823,1.4081,1.3821,1.5482,1.2741,1.4217
"fhlA",0.438,0.5372,0.405,0.4334,0.3998,0.4832,0.4432,0.4893,0.441,0.4413
"yidJ",1.2121,1.5227,1.2602,1.3619,1.2344,1.5129,1.0166,1.4174,1.065,1.0421
"opgB",3.2099,2.6805,2.7008,2.5478,3.0254,2.6792,3.438,2.7233,3.3966,3.3515
"pepQ",4.6531,4.77,5.0714,4.6202,4.4008,4.7478,4.6966,4.7284,4.7506,4.6708
"dppD",3.0949,2.698,4.2118,3.0832,3.0303,3.0234,2.8668,3.0376,3.1093,2.9731
"nsrR",4.7663,4.5273,4.5076,4.618,4.5584,4.1679,4.5706,4.3967,4.4257,4.6023
"ydhS",0.5722,0.4662,0.6035,0.5226,0.5614,0.4163,0.5625,0.6246,0.6753,0.5901
"aroH",2.0587,2.2449,2.3696,1.7679,2.1491,2.2311,1.947,1.9812,1.8752,1.9534
"ydfX",0.3501,0.4374,0.3532,0.3371,0.3384,0.4338,0.3807,0.3941,0.3336,0.4665
"yfbR",3.3642,3.4596,3.2435,3.0876,3.2879,3.3442,3.4447,3.2489,3.4719,3.4337
"yoaH",4.4071,4.3222,3.8544,4.1498,4.4753,4.6491,4.5785,4.127,4.4832,4.3027
"motB",0.8753,0.8185,1.0547,0.9441,0.9034,0.7353,1.0547,0.8813,1.1089,0.8086
"pepE",4.8221,4.9342,4.445,5.1907,5.0022,5.1403,4.9086,5.262,4.8162,4.9379
"idnT",1.7789,1.8828,1.2379,1.4468,1.6734,1.9363,1.7633,1.6879,1.9141,1.8415
"gpt",4.1741,3.4355,4.0728,3.9269,4.2882,4.0879,4.2897,3.7124,3.9814,4.1715
"yghW",4.0353,4.132,1.1315,1.3485,1.2064,4.6374,4.0973,4.2575,4.095,4.4282
"fumA",7.6641,7.6009,7.5173,7.607,7.6922,7.6009,7.6009,7.6564,7.6641,7.7193
"nanA",2.303,2.2987,2.886,2.6869,2.4716,1.8692,2.492,2.4381,2.469,2.4998
"yggM",1.9616,1.9384,1.6709,1.8387,1.7941,2.3213,1.8708,1.7772,1.8469,2.0654
"sdaB",4.8186,4.7193,3.8989,3.5124,4.6559,4.7941,4.9269,4.8439,4.9536,4.7718
"caiT",1.0025,0.8375,0.7068,0.6011,0.6819,0.738,0.7623,0.764,0.8835,0.7627
"fecB",0.355,0.4177,0.3525,0.3415,0.3894,0.3335,0.4022,0.3626,0.3901,0.4247
"ogt",3.5275,3.628,3.5154,3.6017,3.7278,3.6573,3.412,3.6537,3.3999,3.4355
"micC",0.732,0.7658,0.856,1.2407,1.0939,0.7137,0.8823,0.7208,0.6727,0.9293
"trmL",2.3641,1.477,1.7706,1.9881,2.2675,1.1812,2.7531,1.7867,2.9037,2.6292
"ribF",5.3461,5.0859,5.2568,5.1521,5.2489,5.0216,5.1735,5.1269,4.9342,5.2844
"yebK",4.6778,4.6847,4.2741,4.7859,4.947,4.7193,4.8425,4.9789,4.732,4.8144
"ulaE",1.8147,1.8125,1.7849,1.8046,1.8992,1.8859,1.9289,1.813,2.1433,1.9448
"ybjO",2.2729,2.4411,2.3669,2.3263,2.4085,2.5225,2.3572,2.5803,2.1687,2.4604
"dbpA",1.4285,1.2498,1.7813,1.5274,1.7096,1.1318,1.459,1.3414,1.2928,1.5987
"tsaE",3.533,3.5808,3.1845,3.3291,3.3857,3.7259,3.5973,3.7094,3.7235,3.4873
"amn",4.562,4.4049,4.6306,4.732,4.573,4.7065,4.7742,4.7124,4.6131,4.7441
"zraR",1.8682,1.5851,1.9569,1.7627,1.78,1.6027,1.8469,1.8387,1.8622,1.9476
"yciI",5.1177,5.0952,5.6138,5.5819,5.3749,5.4583,5.2069,5.5819,5.1785,5.3477
"rsmE",3.5299,3.3666,3.1025,3.3081,3.3966,3.0411,3.8081,3.3568,3.6819,3.7493
"thiS",1.5806,2.0448,1.466,1.54,1.4338,2.0268,1.3731,1.4406,1.6627,1.5227
"ypjD",4.056,4.2221,4.1149,4.0025,4.0631,4.3509,3.9431,4.2146,4.0574,4.0039
"yhhX",3.4515,3.0601,3.0446,3.2863,3.4925,2.8134,3.7867,3.2554,3.7147,3.7839
"seqA",5.9445,5.6025,5.5656,5.5551,5.8176,5.3701,6.0008,5.5723,5.8642,5.8642
"adhE",5.6725,5.8246,5.4796,5.5791,5.8031,5.9305,5.8149,5.9908,5.8081,5.7754
"lysR",1.6854,1.5875,1.9046,1.6908,1.6606,1.4036,1.6129,1.8014,1.5977,1.4051
"cof",3.2594,3.5133,3.0613,3.5186,3.3059,3.4428,3.3396,3.5055,3.2662,3.3836
"ydfE",0.4191,0.5571,0.4621,0.4432,0.3868,0.501,0.3617,0.4825,0.4327,0.4468
"folP",3.0674,2.898,3.081,2.6687,2.9768,2.8342,3.0164,2.8817,2.8659,2.9453
"sfsB",1.5045,1.5408,1.5748,1.6254,1.5869,1.7383,1.5496,1.5122,1.5987,1.6292
"adiA",0.8609,0.9069,0.9379,0.7935,0.7088,0.827,0.9302,0.817,0.9537,0.9017
"pgaC",1.2554,1.2984,1.4251,1.2253,1.2955,1.4882,1.445,1.4499,1.1302,1.3156
"ydfJ",4.391,4.3339,5.5108,5.3857,4.7004,4.1886,4.1383,4.1625,3.9855,4.2146
"eno",5.9305,6.1572,6.2924,6.1985,5.9361,6.2885,5.9125,6.1772,5.9332,5.9793
"yafD",5.4269,5.3274,4.5527,4.8359,5.1635,4.9667,5.2888,5.1436,5.1542,5.2095
"ygbE",0.5042,0.6224,0.4259,0.4248,0.4879,0.474,0.4638,0.4147,0.4636,0.5433
"nudJ",2.7905,2.5056,2.9936,2.6199,3.0625,2.4938,2.4794,2.5225,2.4604,2.589
"purT",1.4565,1.6065,1.864,1.8098,1.5561,1.6049,1.3637,1.7515,1.357,1.3535
"hisA",5.5996,5.6633,6.4451,5.1999,5.4338,5.7816,5.6678,5.8706,5.7639,5.7344
"sbmC",5.4392,5.4613,6.1956,6.4133,5.7128,4.5668,3.8902,4.3111,3.7439,3.8989
"fabY",4.4018,4.0782,4.3362,4.4971,4.237,3.9663,4.2652,4.1886,4.2829,4.137
"rapA",2.3423,2.1215,2.4928,2.0602,2.0987,2.0481,2.2851,2.2375,2.4322,2.1433
"rpsJ",7.0115,6.7338,6.8359,6.4277,6.9129,6.872,7.0846,6.9043,7.0293,7.0591
"garR",2.886,2.9366,2.4348,3.3874,2.8211,3.2524,2.6893,3.2078,2.781,3.1521
"mutH",2.6687,2.6493,2.356,2.5256,2.469,2.7752,2.4215,2.8668,2.3813,2.5289
"artM",2.2479,2.4447,4.7053,2.257,2.1141,2.3821,2.0364,2.2808,2.0661,2.3841
"crp",6.3835,6.5366,6.8495,6.583,6.211,6.4631,6.1405,6.4238,6.0756,6.2977
"lnt",0.5605,0.4766,0.4864,0.4519,0.549,0.7017,0.5597,0.4727,0.5147,0.5756
"ybhH",0.5688,0.8181,0.6104,0.6942,0.5686,0.7682,0.575,0.6156,0.6273,0.5129
"exbB",3.2532,3.4787,3.7199,2.8574,2.971,3.18,2.838,3.4607,3.0994,2.9912
"rplX",7.3217,7.429,7.4245,7.2521,7.2912,7.4245,7.3054,7.429,7.3633,7.337
"yafE",2.9366,3.071,2.5574,2.4122,2.6792,2.8011,2.8195,2.9,2.9044,2.8452
"yijO",2.3254,2.3173,2.4877,2.5289,2.3372,2.463,2.1847,2.5005,2.0481,2.2488
"atpB",6.4409,6.3835,6.6538,6.3689,6.2637,6.3689,6.1285,6.4587,6.0904,6.2858
"panZ",3.8444,4.0051,3.328,3.3608,3.5903,3.8009,3.4862,3.7425,3.3836,3.4963
"prpB",0.555,0.644,0.4496,0.4922,0.6104,0.5084,0.5439,0.4936,0.5363,0.6787
"yeiQ",2.9159,2.9453,3.202,2.962,3.1176,2.8319,3.1483,3.0428,2.948,3.1483
"cpxA",5.2992,5.3903,5.2946,5.0714,5.2603,5.2465,5.3903,5.3507,5.4691,5.4613
"ygdR",4.9016,4.9837,4.4629,4.9215,4.8251,4.9853,4.8063,4.8779,4.8109,4.8918
"ynfN",0.5478,0.5276,0.4133,0.4316,0.56,0.4183,0.4725,0.52,0.389,0.4136
"chaC",4.132,4.3027,3.5741,3.7995,4.0151,4.2771,3.961,4.1585,3.8831,3.9259
"nikE",1.7601,1.7633,1.5581,1.8992,1.964,2.1042,2.5349,2.2563,2.7331,2.2303
"cydC",2.841,2.6447,2.9968,2.4342,2.8164,3.1388,2.9131,3.1513,3.0684,2.8081
"jayE",0.6362,0.8764,0.6504,0.6827,0.4718,0.8023,0.5637,0.6289,0.4994,0.7196
"glnD",3.7597,3.7493,3.7301,3.5849,3.6584,3.8789,3.8877,3.9141,3.8989,3.7361
"rplS",6.4369,6.3121,6.5199,6.4676,6.6843,6.2601,6.6587,6.4277,6.8258,6.6164
"cho",5.0216,4.976,5.7639,5.0518,5.0477,3.5741,3.3406,3.5849,3.309,3.2099
"ykfG",0.6774,0.6636,0.6501,0.5665,0.6143,0.6553,0.6595,0.6956,0.7365,0.537
"ydiP",2.0239,1.9157,2.1033,2.4355,2.2488,2.1616,2.1042,2.2461,1.9429,2.1643
"pncB",3.9855,3.989,4.0039,3.4993,3.7439,4.1202,3.8105,4.0603,3.6584,3.7415
"treF",1.4875,1.6453,1.8787,1.7096,1.7316,1.766,1.5428,1.693,1.5891,1.5891
"hokC",3.0157,2.8173,1.9275,2.7545,3.1248,3.0428,3.4912,2.8063,3.5941,3.2475
"cyoC",5.9793,5.7375,6.0968,5.7754,5.8541,5.7264,5.9737,5.9419,6.055,6.0418
"ycaR",5.6048,5.682,5.6897,5.5908,5.6333,5.7186,5.4691,5.5856,5.3548,5.4583
"hyfF",0.5027,0.5952,0.6079,0.5741,0.5263,0.5188,0.4081,0.586,0.4683,0.4835
"secY",6.9453,6.7864,6.4838,6.5865,6.8495,6.6432,7.1464,6.6432,7.1355,7.1519
"ycjS",1.0042,1.1114,1.0468,0.9373,0.9545,1.0811,0.8943,1.1142,0.9017,0.9385
"ssb",4.9072,4.8753,4.7492,5.08,4.9729,4.9052,4.9342,4.5919,4.8722,4.9315
"gluQ",0.7281,0.605,0.6999,0.6506,0.587,0.7553,0.687,0.7173,0.6291,0.6316
"hcaF",0.3786,0.4289,0.3752,0.3855,0.3613,0.461,0.3668,0.3058,0.3516,0.3859
"ppdD",0.9285,0.965,0.8782,0.8404,0.8726,0.8369,0.903,1.1048,0.9047,0.9669
"yecA",5.6394,5.6703,5.6277,5.7734,5.682,5.8215,5.5633,5.8149,5.4392,5.5376
"aspC",6.5317,6.3657,6.6639,6.5913,6.6538,6.2566,6.6372,6.5504,6.5746,6.6747
"mhpB",0.5476,0.7923,0.5935,0.5907,0.4963,0.7815,0.4599,0.5027,0.5372,0.5178
"dld",5.5276,5.2868,5.4956,5.5612,5.5592,5.4291,5.7526,5.6477,5.5836,5.7661
"fliP",0.4139,0.4019,0.4858,0.3673,0.3902,0.4061,0.4856,0.3593,0.5616,0.4543
"nudF",4.5103,4.5212,4.5182,4.5089,4.3615,4.5717,4.3403,4.6759,4.346,4.3481
"yfcH",4.3403,4.3772,4.1018,4.4738,4.5483,4.4578,4.5411,4.3339,4.5909,4.5212
"flgG",1.3437,1.2099,1.2561,1.2366,1.3469,1.2315,1.63,1.2253,1.592,1.5581
"ydjA",5.5612,5.568,5.6188,5.6518,5.5656,5.6749,5.6498,5.5535,5.6312,5.6498
"rhtA",0.9276,1.0395,1.1959,1.1097,0.9892,0.8407,0.8921,0.9737,1.0219,0.8496
"idi",1.5408,1.3703,1.7417,1.5503,1.4637,2.0084,1.5285,1.5943,1.2631,1.5881
"yqfA",3.5808,3.2524,1.8477,2.6406,3.1556,2.9113,3.6688,3.0005,3.7084,3.5842
"sraG",0.9944,0.8679,0.9184,1.0584,1.1588,0.877,1.2292,0.95,1.3911,1.2107
"purB",3.0634,3.0332,3.7535,3.2377,3.2203,3.4024,2.9722,3.2945,2.8871,3.0223
"osmY",2.8721,2.9442,2.8035,2.2909,2.7462,3.0454,2.9442,3.0876,2.8063,2.8844
"yfcE",4.0928,4.1666,4.4257,4.2355,4.1243,4.0574,3.9957,4.2207,3.9412,3.9869
"ybjC",3.5662,3.937,4.2508,3.8433,3.6253,4.0296,3.7101,3.8781,3.3677,3.7483
"focB",0.4009,0.4366,0.4108,0.4119,0.4244,0.3189,0.3271,0.3909,0.3288,0.3209
"yfdE",0.6452,0.7071,0.7134,0.6977,0.7874,0.8248,0.7148,0.7009,0.7042,0.6298
"bidA",3.796,4.346,4.0051,4.5022,4.1444,4.7452,4.0114,4.783,4.0631,4.0296
"fic",1.9484,2.1643,1.7826,1.6682,1.8046,2.1951,2.051,1.8764,1.931,1.8772
"yhfG",1.4373,1.0771,1.3564,1.3878,1.4776,1.037,1.4475,1.2638,1.3188,1.3361
"hisS",5.6312,5.7526,5.682,5.3995,5.5194,5.6587,5.5175,5.6897,5.3701,5.5301
"yihN",0.8204,0.7443,1.1791,0.9985,0.8454,0.7723,0.9509,0.8623,0.8764,0.9373
"der",4.2954,4.6894,4.6608,4.3615,4.2771,4.5678,4.0098,4.5411,4.0803,4.1648
"bipA",5.5819,5.6789,6.0133,5.5403,5.5575,5.806,5.6295,5.6847,5.5633,5.7235
"murC",4.6643,4.3111,4.2024,4.2929,4.5909,4.1287,4.8779,4.5242,4.9041,4.861
"entC",2.7233,2.2365,3.3596,1.6519,1.7209,2.5427,2.6028,2.4101,2.7632,2.6758
"sdaA",5.0261,5.4691,4.1625,4.7996,5.0457,5.2969,4.8546,5.0618,4.9152,4.95
"hemE",4.5411,4.5065,4.9135,4.6796,4.5815,4.5483,4.5139,4.7238,4.6266,4.618
"nhaA",0.479,0.4834,0.5103,0.4663,0.4798,0.4781,0.3795,0.506,0.4492,0.3577
"yidB",3.1779,2.7162,3.0436,3.1712,3.1926,2.7936,3.4238,3.0303,3.1342,3.3007
"rcsB",5.7494,5.9546,5.7704,5.8743,5.9445,6.1043,5.7816,5.9943,5.5134,5.9241
"murD",4.2355,3.8918,3.4797,3.9586,4.3084,3.4797,4.6217,3.8292,4.5427,4.6913
"tcyN",3.7065,3.7113,4.0528,3.8789,3.7925,3.9133,3.8578,3.9329,3.8623,3.9855
"rimL",4.8579,4.9457,4.5629,4.9955,5.0339,4.936,4.9397,4.9853,4.7974,5.0022
"sdhC",7.6181,7.7392,7.6181,7.4874,7.5795,7.6428,7.5004,7.6922,7.607,7.5277
"ypfG",4.7124,5.2286,3.9696,4.4134,4.542,4.7035,4.4362,4.6674,4.4103,4.4918
"lptG",3.3884,3.4337,3.5601,3.2642,3.4397,3.1959,3.3442,3.5773,3.4463,3.4484
"phoA",3.0473,3.2708,3.1911,3.2386,3.0956,3.4152,2.8913,3.0801,2.6224,2.8101
"ispA",5.3151,5.9103,5.7043,5.3661,5.1721,6.0606,4.9172,5.6607,4.9549,5.1225
"ynjH",1.9222,1.9633,1.8415,1.7601,1.9484,1.8117,1.9462,1.8504,2.1022,2.0373
"thiK",2.9,2.8675,2.5858,2.4768,2.7782,2.7025,3.0421,2.6824,2.9431,3.0473
"mmuP",0.492,0.4706,0.4075,0.4247,0.3802,0.4594,0.3967,0.3961,0.4139,0.4428
"ppdA",2.2059,2.4114,1.6275,1.936,1.8851,2.2496,1.9923,2.1727,2.3952,2.033
"fimF",2.1308,2.2579,2.6154,2.3482,2.1061,2.1464,1.9876,2.4174,1.8258,1.8666
"recA",7.1684,7.0247,7.6851,7.6181,7.2241,5.7754,5.4106,5.6789,5.5551,5.3878
"pyrC",3.0684,3.0885,3.3966,2.9358,3.1103,3.4925,3.2849,3.371,3.0243,3.0843
"rpoA",7.5277,7.5105,7.4034,7.3983,7.5521,7.4798,7.5411,7.3811,7.5923,7.6181
"ykfJ",1.7739,1.2727,1.9677,2.0231,2.0038,1.314,1.7849,1.4707,1.6468,1.6065
"evgA",0.9076,1.1017,1.2688,0.9688,0.8539,0.9505,0.9809,1.0008,0.8869,0.9939
"bcsG",2.2662,2.1709,2.5666,2.5118,2.4611,1.9668,2.1229,2.3372,2.2566,2.2246
"yijD",5.3679,5.3371,5.3241,5.0538,5.1269,5.1942,5.3616,5.2355,5.2032,5.2827
"ybaY",1.8276,1.6379,1.4966,1.4148,1.7375,1.3604,1.9491,1.5553,2.0773,1.8396
"ybjJ",2.1566,2.3042,2.0828,2.1171,2.136,2.3285,1.7813,2.2136,1.9069,2.0322
