tf,tg,score
fur,134,0.739
nagC,134,0.767
purR,134,0.726
fis,134,0.723
rpoN,134,0.72
malT,134,0.817
ompR,134,0.883
argR,134,0.818
nagC,134,0.767
glpR,134,0.719
rpoN,134,0.72
narP,134,0.764
torR,134,0.72
narL,134,0.722
lrp,134,0.745
cpxR,135,0.807
pdhR,135,0.756
crp,135,0.799
cspA,135,0.823
hns,135,0.845
narL,135,0.783
ompR,135,0.769
torR,135,0.707
fur,135,0.794
lrp,135,0.711
pdhR,135,0.756
fnr,135,0.719
cynR,135,0.889
cytR,135,0.805
hns,135,0.845
soxS,135,0.744
cspA,135,0.823
arcA,135,0.725
malT,135,0.876
soxS,135,0.744
cpxR,135,0.807
dnaA,135,0.701
cytR,135,0.805
fur,135,0.794
nagC,135,0.716
cynR,135,0.889
fadR,135,0.728
arcA,135,0.725
deoR,135,0.745
malT,135,0.876
fnr,135,0.719
ompR,135,0.769
nagC,135,0.716
crp,135,0.799
glpR,135,0.724
deoR,135,0.745
fadR,135,0.728
torR,135,0.707
narL,135,0.783
dnaA,135,0.701
lrp,135,0.711
cpxR,136,0.707
tyrR,136,0.789
ilvY,136,0.737
crp,136,0.746
phoB,136,0.705
cspA,136,0.785
hns,136,0.714
fis,136,0.714
narL,136,0.749
ompR,136,0.775
torR,136,0.76
metR,136,0.731
fur,136,0.794
lrp,136,0.711
metR,136,0.731
cynR,136,0.711
cytR,136,0.71
hns,136,0.714
soxS,136,0.774
cspA,136,0.785
narP,136,0.76
phoB,136,0.705
malT,136,0.85
soxS,136,0.774
ilvY,136,0.737
tyrR,136,0.789
cpxR,136,0.707
dnaA,136,0.76
cytR,136,0.71
fur,136,0.794
cynR,136,0.711
nagC,136,0.761
ada,136,0.704
fis,136,0.714
malT,136,0.85
ompR,136,0.775
nagC,136,0.761
crp,136,0.746
ada,136,0.704
narP,136,0.76
torR,136,0.76
narL,136,0.749
dnaA,136,0.76
lrp,136,0.711
tyrR,137,0.727
pdhR,137,0.732
crp,137,0.73
cspA,137,0.777
hns,137,0.847
fis,137,0.76
narL,137,0.733
ompR,137,0.786
metR,137,0.81
fur,137,0.732
lrp,137,0.759
pdhR,137,0.732
metR,137,0.81
cytR,137,0.747
hns,137,0.847
cspA,137,0.777
soxS,137,0.767
malT,137,0.75
tyrR,137,0.727
fur,137,0.732
cytR,137,0.747
fis,137,0.76
rpoN,137,0.704
malT,137,0.75
ompR,137,0.786
crp,137,0.73
glpR,137,0.712
rpoN,137,0.704
narL,137,0.733
lrp,137,0.759
cpxR,138,0.774
pdhR,138,0.829
crp,138,0.757
hns,138,0.912
fis,138,0.721
narL,138,0.718
ompR,138,0.767
metR,138,0.718
fur,138,0.773
lrp,138,0.752
pdhR,138,0.829
iclR,138,0.708
metR,138,0.718
fnr,138,0.764
cytR,138,0.82
hns,138,0.912
soxS,138,0.7
narP,138,0.701
cysB,138,0.707
arcA,138,0.705
soxS,138,0.7
cpxR,138,0.774
dnaA,138,0.704
fur,138,0.773
cytR,138,0.82
nagC,138,0.741
arcA,138,0.705
fis,138,0.721
metJ,138,0.748
fnr,138,0.764
ompR,138,0.767
nagC,138,0.741
cysB,138,0.707
crp,138,0.757
glpR,138,0.7
metJ,138,0.748
glpR,138,0.7
narP,138,0.701
narL,138,0.718
iclR,138,0.708
lrp,138,0.752
dnaA,138,0.704
cpxR,139,0.733
pdhR,139,0.707
crp,139,0.808
cspA,139,0.715
hns,139,0.878
fis,139,0.76
narL,139,0.731
ompR,139,0.779
torR,139,0.707
metR,139,0.711
lrp,139,0.706
pdhR,139,0.707
metR,139,0.711
cytR,139,0.775
hns,139,0.878
cspA,139,0.715
soxS,139,0.738
arcA,139,0.771
soxS,139,0.738
malT,139,0.729
cpxR,139,0.733
dnaA,139,0.74
cytR,139,0.775
nagC,139,0.732
lexA,139,0.725
arcA,139,0.771
ada,139,0.716
fis,139,0.76
rpoN,139,0.723
malT,139,0.729
ompR,139,0.779
nagC,139,0.732
crp,139,0.808
ada,139,0.716
lexA,139,0.725
rpoN,139,0.723
gcvA,139,0.765
narL,139,0.731
torR,139,0.707
lrp,139,0.706
dnaA,139,0.74
gcvA,139,0.765
lexA,1809,0.701
dnaA,1809,0.71
torR,1809,0.809
fis,1809,0.806
cytR,1809,0.738
narL,1809,0.79
cpxR,1809,0.735
cspA,1809,0.731
phoB,1809,0.728
metR,1809,0.815
hns,1809,0.819
cytR,1809,0.738
argR,1809,0.796
tyrR,1809,0.718
ompR,1809,0.863
soxS,1809,0.707
hns,1809,0.819
metR,1809,0.815
crp,1809,0.721
phoB,1809,0.728
cynR,1809,0.733
arcA,1809,0.749
tyrR,1809,0.718
iclR,1809,0.708
soxS,1809,0.707
cpxR,1809,0.735
cynR,1809,0.733
fis,1809,0.806
malT,1809,0.745
dnaA,1809,0.71
arcA,1809,0.749
cspA,1809,0.731
argR,1809,0.796
malT,1809,0.745
ompR,1809,0.863
lrp,1809,0.72
crp,1809,0.721
narL,1809,0.79
gcvA,1809,0.708
torR,1809,0.809
lexA,1809,0.701
gcvA,1809,0.708
iclR,1809,0.708
tyrR,140,0.726
cpxR,140,0.809
purR,140,0.711
pdhR,140,0.829
phoB,140,0.732
galR,140,0.759
crp,140,0.736
hns,140,0.746
argR,140,0.724
fis,140,0.721
narL,140,0.747
ompR,140,0.889
lrp,140,0.702
fnr,140,0.874
fur,140,0.851
pdhR,140,0.829
hns,140,0.746
cytR,140,0.801
cynR,140,0.711
narP,140,0.724
soxS,140,0.704
phoB,140,0.732
arcA,140,0.766
soxS,140,0.704
cytR,140,0.801
tyrR,140,0.726
dnaA,140,0.77
fur,140,0.851
cpxR,140,0.809
lexA,140,0.727
nagC,140,0.725
cynR,140,0.711
arcA,140,0.766
purR,140,0.711
nagC,140,0.725
fhlA,140,0.73
metJ,140,0.713
fis,140,0.721
fnr,140,0.874
ompR,140,0.889
crp,140,0.736
metJ,140,0.713
lexA,140,0.727
argR,140,0.724
fhlA,140,0.73
galR,140,0.759
narP,140,0.724
lrp,140,0.702
gcvA,140,0.794
dnaA,140,0.77
gcvA,140,0.794
narL,140,0.747
tyrR,141,0.714
cpxR,141,0.721
purR,141,0.701
pdhR,141,0.78
cspA,141,0.762
crp,141,0.71
hns,141,0.817
argR,141,0.767
fis,141,0.767
narL,141,0.722
ompR,141,0.721
lrp,141,0.723
fnr,141,0.738
metR,141,0.744
torR,141,0.707
fur,141,0.711
pdhR,141,0.78
iclR,141,0.729
metR,141,0.744
hns,141,0.817
cytR,141,0.766
cynR,141,0.756
soxS,141,0.782
cspA,141,0.762
arcA,141,0.771
soxS,141,0.782
cytR,141,0.766
dnaA,141,0.76
fur,141,0.711
cpxR,141,0.721
nagC,141,0.722
cynR,141,0.756
arcA,141,0.771
purR,141,0.701
nagC,141,0.722
tyrR,141,0.714
metJ,141,0.731
fis,141,0.767
fnr,141,0.738
ompR,141,0.721
crp,141,0.71
metJ,141,0.731
argR,141,0.767
torR,141,0.707
lrp,141,0.723
gcvA,141,0.712
dnaA,141,0.76
gcvA,141,0.712
iclR,141,0.729
narL,141,0.722
cpxR,142,0.704
tyrR,142,0.789
ilvY,142,0.737
pdhR,142,0.707
cspA,142,0.769
crp,142,0.739
ilvY,142,0.737
argR,142,0.786
fis,142,0.725
narL,142,0.763
hns,142,0.749
ompR,142,0.765
lrp,142,0.744
fnr,142,0.803
metR,142,0.849
torR,142,0.737
fur,142,0.716
pdhR,142,0.707
metR,142,0.849
hns,142,0.749
cytR,142,0.806
narP,142,0.708
soxS,142,0.726
cspA,142,0.769
arcA,142,0.715
soxS,142,0.726
malT,142,0.776
cytR,142,0.806
dnaA,142,0.716
fur,142,0.716
cpxR,142,0.704
fadR,142,0.799
nagC,142,0.728
arcA,142,0.715
nagC,142,0.728
tyrR,142,0.789
metJ,142,0.705
fis,142,0.725
rpoN,142,0.9
malT,142,0.776
fnr,142,0.803
ompR,142,0.765
crp,142,0.739
glpR,142,0.709
metJ,142,0.705
argR,142,0.786
glpR,142,0.709
rpoN,142,0.9
narP,142,0.708
fadR,142,0.799
torR,142,0.737
lrp,142,0.744
dnaA,142,0.716
narL,142,0.763
nagC,1800,0.794
dnaA,1800,0.736
torR,1800,0.791
cytR,1800,0.724
cpxR,1800,0.838
narL,1800,0.744
cspA,1800,0.746
cytR,1800,0.724
ompR,1800,0.755
pdhR,1800,0.707
hns,1800,0.802
tyrR,1800,0.719
soxS,1800,0.719
pdhR,1800,0.707
hns,1800,0.802
cynR,1800,0.756
arcA,1800,0.767
soxS,1800,0.719
fur,1800,0.734
ilvY,1800,0.702
tyrR,1800,0.719
cpxR,1800,0.838
cynR,1800,0.756
rpoN,1800,0.702
arcA,1800,0.767
dnaA,1800,0.736
cspA,1800,0.746
rpoN,1800,0.702
fur,1800,0.734
ompR,1800,0.755
nagC,1800,0.794
lrp,1800,0.703
narL,1800,0.744
gcvA,1800,0.794
torR,1800,0.791
gcvA,1800,0.794
ilvY,1800,0.702
cpxR,143,0.706
pdhR,143,0.732
crp,143,0.741
cspA,143,0.785
argR,143,0.773
narL,143,0.796
hns,143,0.771
ompR,143,0.738
lrp,143,0.73
fnr,143,0.746
torR,143,0.72
metR,143,0.759
fur,143,0.723
pdhR,143,0.732
iclR,143,0.708
metR,143,0.759
hns,143,0.771
cytR,143,0.782
narP,143,0.78
soxS,143,0.734
cspA,143,0.785
arcA,143,0.702
soxS,143,0.734
malT,143,0.861
cytR,143,0.782
dnaA,143,0.88
fur,143,0.723
cpxR,143,0.706
lexA,143,0.7
nagC,143,0.779
arcA,143,0.702
nagC,143,0.779
metJ,143,0.791
deoR,143,0.709
malT,143,0.861
fnr,143,0.746
ompR,143,0.738
crp,143,0.741
glpR,143,0.782
metJ,143,0.791
lexA,143,0.7
argR,143,0.773
glpR,143,0.782
deoR,143,0.709
narP,143,0.78
torR,143,0.72
lrp,143,0.73
gcvA,143,0.721
dnaA,143,0.88
gcvA,143,0.721
iclR,143,0.708
narL,143,0.796
cpxR,144,0.727
phoB,144,0.708
cspA,144,0.777
narL,144,0.778
hns,144,0.776
ompR,144,0.757
lrp,144,0.756
fnr,144,0.724
torR,144,0.707
metR,144,0.744
fur,144,0.769
metR,144,0.744
hns,144,0.776
cytR,144,0.766
narP,144,0.721
cspA,144,0.777
soxS,144,0.703
phoB,144,0.708
arcA,144,0.74
soxS,144,0.703
malT,144,0.812
dnaA,144,0.784
cytR,144,0.766
fur,144,0.769
cpxR,144,0.727
nagC,144,0.731
arcA,144,0.74
nagC,144,0.731
rpoN,144,0.718
malT,144,0.812
fnr,144,0.724
ompR,144,0.757
glpR,144,0.739
rpoN,144,0.718
narP,144,0.721
torR,144,0.707
lrp,144,0.756
gcvA,144,0.725
dnaA,144,0.784
gcvA,144,0.725
narL,144,0.778
pdhR,145,0.707
cspA,145,0.738
narL,145,0.739
ompR,145,0.7
hns,145,0.74
torR,145,0.76
pdhR,145,0.707
hns,145,0.74
cytR,145,0.822
cspA,145,0.738
soxS,145,0.738
arcA,145,0.711
soxS,145,0.738
malT,145,0.734
dnaA,145,0.827
cytR,145,0.822
arcA,145,0.711
malT,145,0.734
ompR,145,0.7
torR,145,0.76
gcvA,145,0.736
dnaA,145,0.827
narL,145,0.739
ilvY,146,0.737
cpxR,146,0.745
pdhR,146,0.854
cspA,146,0.769
crp,146,0.711
ilvY,146,0.737
narL,146,0.75
ompR,146,0.791
hns,146,0.779
lrp,146,0.74
metR,146,0.703
pdhR,146,0.854
iclR,146,0.708
metR,146,0.703
hns,146,0.779
cytR,146,0.702
cysB,146,0.702
cspA,146,0.769
soxS,146,0.757
arcA,146,0.811
soxS,146,0.757
malT,146,0.769
dnaA,146,0.704
cytR,146,0.702
cpxR,146,0.745
nagC,146,0.754
arcA,146,0.811
nagC,146,0.754
ada,146,0.723
metJ,146,0.741
rpoN,146,0.71
malT,146,0.769
ompR,146,0.791
cysB,146,0.702
crp,146,0.711
glpR,146,0.838
ada,146,0.723
metJ,146,0.741
glpR,146,0.838
rpoN,146,0.71
lrp,146,0.74
dnaA,146,0.704
iclR,146,0.708
narL,146,0.75
tus,147,0.707
cpxR,147,0.752
purR,147,0.771
tyrR,147,0.791
pdhR,147,0.854
cspA,147,0.785
phoB,147,0.738
crp,147,0.701
galR,147,0.749
argR,147,0.722
ompR,147,0.714
hns,147,0.843
lrp,147,0.73
torR,147,0.827
pdhR,147,0.854
hns,147,0.843
cytR,147,0.826
cynR,147,0.756
cspA,147,0.785
soxS,147,0.749
phoB,147,0.738
arcA,147,0.741
soxS,147,0.749
malT,147,0.707
cytR,147,0.826
cpxR,147,0.752
fadR,147,0.817
cynR,147,0.756
arcA,147,0.741
purR,147,0.771
fhlA,147,0.702
tyrR,147,0.791
metJ,147,0.761
rpoN,147,0.725
malT,147,0.707
ompR,147,0.714
crp,147,0.701
tus,147,0.707
metJ,147,0.761
galR,147,0.749
argR,147,0.722
fhlA,147,0.702
rpoN,147,0.725
fadR,147,0.817
torR,147,0.827
lrp,147,0.73
cpxR,148,0.766
tyrR,148,0.779
phoB,148,0.7
fis,148,0.726
argR,148,0.732
ompR,148,0.714
hns,148,0.746
lrp,148,0.757
torR,148,0.737
metR,148,0.902
fur,148,0.712
metR,148,0.902
hns,148,0.746
cytR,148,0.772
cynR,148,0.711
soxS,148,0.736
phoB,148,0.7
arcA,148,0.71
soxS,148,0.736
malT,148,0.749
dnaA,148,0.766
cytR,148,0.772
fur,148,0.712
cpxR,148,0.766
fadR,148,0.804
cynR,148,0.711
nagC,148,0.724
arcA,148,0.71
nagC,148,0.724
tyrR,148,0.779
fis,148,0.726
deoR,148,0.731
malT,148,0.749
ompR,148,0.714
glpR,148,0.764
argR,148,0.732
glpR,148,0.764
deoR,148,0.731
fadR,148,0.804
torR,148,0.737
lrp,148,0.757
dnaA,148,0.766
ilvY,149,0.719
cpxR,149,0.737
cspA,149,0.754
crp,149,0.755
ilvY,149,0.719
fis,149,0.771
ompR,149,0.756
hns,149,0.832
lrp,149,0.713
torR,149,0.773
metR,149,0.702
fur,149,0.801
metR,149,0.702
hns,149,0.832
oxyR,149,0.733
cytR,149,0.73
narP,149,0.703
cspA,149,0.754
soxS,149,0.818
arcA,149,0.745
soxS,149,0.818
malT,149,0.828
dnaA,149,0.744
cytR,149,0.73
fur,149,0.801
cpxR,149,0.737
fadR,149,0.722
nagC,149,0.706
arcA,149,0.745
nagC,149,0.706
fhlA,149,0.718
metJ,149,0.725
fis,149,0.771
oxyR,149,0.733
malT,149,0.828
ompR,149,0.756
crp,149,0.755
metJ,149,0.725
fhlA,149,0.718
narP,149,0.703
fadR,149,0.722
torR,149,0.773
lrp,149,0.713
dnaA,149,0.744
nagC,1808,0.74
torR,1808,0.844
fis,1808,0.752
cytR,1808,0.824
narL,1808,0.711
cpxR,1808,0.765
cspA,1808,0.769
metR,1808,0.711
hns,1808,0.871
cytR,1808,0.824
glpR,1808,0.788
ompR,1808,0.714
tyrR,1808,0.725
soxS,1808,0.763
hns,1808,0.871
metR,1808,0.711
fadR,1808,0.745
cynR,1808,0.733
tyrR,1808,0.725
arcA,1808,0.799
ilvY,1808,0.772
soxS,1808,0.763
fur,1808,0.765
cpxR,1808,0.765
cynR,1808,0.733
fis,1808,0.752
rpoN,1808,0.791
arcA,1808,0.799
cspA,1808,0.769
rpoN,1808,0.791
fur,1808,0.765
ompR,1808,0.714
nagC,1808,0.74
lrp,1808,0.811
fadR,1808,0.745
glpR,1808,0.788
narL,1808,0.711
torR,1808,0.844
ilvY,1808,0.772
lexA,1807,0.751
nagC,1807,0.741
dnaA,1807,0.766
torR,1807,0.791
fis,1807,0.808
cytR,1807,0.726
cspA,1807,0.7
metR,1807,0.874
cytR,1807,0.726
argR,1807,0.749
glpR,1807,0.733
ompR,1807,0.714
pdhR,1807,0.707
hns,1807,0.745
soxS,1807,0.826
fnr,1807,0.719
pdhR,1807,0.707
hns,1807,0.745
oxyR,1807,0.707
metR,1807,0.874
crp,1807,0.703
fadR,1807,0.707
cynR,1807,0.711
arcA,1807,0.72
metJ,1807,0.764
soxS,1807,0.826
fur,1807,0.703
cynR,1807,0.711
fis,1807,0.808
rpoN,1807,0.705
deoR,1807,0.802
malT,1807,0.807
dnaA,1807,0.766
arcA,1807,0.72
cspA,1807,0.7
argR,1807,0.749
rpoN,1807,0.705
fur,1807,0.703
fnr,1807,0.719
oxyR,1807,0.707
malT,1807,0.807
ompR,1807,0.714
nagC,1807,0.741
lrp,1807,0.713
fadR,1807,0.707
glpR,1807,0.733
crp,1807,0.703
metJ,1807,0.764
gcvA,1807,0.705
torR,1807,0.791
gcvA,1807,0.705
lexA,1807,0.751
deoR,1807,0.802
nagC,1806,0.76
dnaA,1806,0.845
fis,1806,0.701
cytR,1806,0.701
narL,1806,0.74
cpxR,1806,0.732
phoB,1806,0.744
metR,1806,0.735
cytR,1806,0.701
glpR,1806,0.983
ompR,1806,0.767
pdhR,1806,0.78
hns,1806,0.798
tyrR,1806,0.823
soxS,1806,0.706
fnr,1806,0.729
pdhR,1806,0.78
hns,1806,0.798
metR,1806,0.735
crp,1806,0.721
phoB,1806,0.744
cynR,1806,0.711
arcA,1806,0.778
metJ,1806,0.713
soxS,1806,0.706
fur,1806,0.738
ilvY,1806,0.702
tyrR,1806,0.823
cpxR,1806,0.732
cynR,1806,0.711
fis,1806,0.701
rpoN,1806,0.755
malT,1806,0.828
dnaA,1806,0.845
arcA,1806,0.778
rpoN,1806,0.755
fur,1806,0.738
fnr,1806,0.729
malT,1806,0.828
ompR,1806,0.767
nagC,1806,0.76
lrp,1806,0.746
glpR,1806,0.983
crp,1806,0.721
narL,1806,0.74
metJ,1806,0.713
ilvY,1806,0.702
nagC,1805,0.708
dnaA,1805,0.713
torR,1805,0.72
fis,1805,0.704
cytR,1805,0.783
narL,1805,0.758
cpxR,1805,0.734
phoB,1805,0.703
cspA,1805,0.723
metR,1805,0.823
cytR,1805,0.783
glpR,1805,0.803
ompR,1805,0.717
hns,1805,0.834
soxS,1805,0.737
narP,1805,0.729
hns,1805,0.834
metR,1805,0.823
fadR,1805,0.725
phoB,1805,0.703
arcA,1805,0.725
iclR,1805,0.75
soxS,1805,0.737
fur,1805,0.843
ilvY,1805,0.754
cpxR,1805,0.734
fis,1805,0.704
malT,1805,0.707
dnaA,1805,0.713
arcA,1805,0.725
cspA,1805,0.723
fur,1805,0.843
malT,1805,0.707
ompR,1805,0.717
nagC,1805,0.708
lrp,1805,0.722
fadR,1805,0.725
glpR,1805,0.803
narL,1805,0.758
torR,1805,0.72
iclR,1805,0.75
ilvY,1805,0.754
narP,1805,0.729
nagC,1804,0.876
dnaA,1804,0.711
fis,1804,0.743
cytR,1804,0.718
narL,1804,0.787
cpxR,1804,0.724
cspA,1804,0.754
metR,1804,0.766
cytR,1804,0.718
ada,1804,0.712
argR,1804,0.746
glpR,1804,0.774
ompR,1804,0.745
hns,1804,0.805
soxS,1804,0.76
narP,1804,0.797
hns,1804,0.805
metR,1804,0.766
fadR,1804,0.738
metJ,1804,0.712
iclR,1804,0.708
arcA,1804,0.706
soxS,1804,0.76
fur,1804,0.716
cpxR,1804,0.724
ada,1804,0.712
fis,1804,0.743
dnaA,1804,0.711
arcA,1804,0.706
cspA,1804,0.754
argR,1804,0.746
fur,1804,0.716
ompR,1804,0.745
nagC,1804,0.876
lrp,1804,0.85
fadR,1804,0.738
glpR,1804,0.774
narL,1804,0.787
metJ,1804,0.712
gcvA,1804,0.775
iclR,1804,0.708
narP,1804,0.797
cytR,1803,0.71
narL,1803,0.734
cspA,1803,0.746
cytR,1803,0.71
glpR,1803,0.736
ompR,1803,0.717
pdhR,1803,0.707
hns,1803,0.717
soxS,1803,0.721
pdhR,1803,0.707
hns,1803,0.717
metJ,1803,0.72
iclR,1803,0.708
arcA,1803,0.708
soxS,1803,0.721
fur,1803,0.722
malT,1803,0.812
arcA,1803,0.708
cspA,1803,0.746
fur,1803,0.722
malT,1803,0.812
ompR,1803,0.717
lrp,1803,0.74
glpR,1803,0.736
narL,1803,0.734
metJ,1803,0.72
iclR,1803,0.708
galR,1802,0.822
nagC,1802,0.759
dnaA,1802,0.817
torR,1802,0.707
fis,1802,0.729
purR,1802,0.83
cytR,1802,0.764
cpxR,1802,0.813
phoB,1802,0.713
cspA,1802,0.831
metR,1802,0.812
cytR,1802,0.764
argR,1802,0.743
glpR,1802,0.735
pdhR,1802,0.707
ompR,1802,0.714
hns,1802,0.764
tyrR,1802,0.756
soxS,1802,0.816
pdhR,1802,0.707
hns,1802,0.764
metR,1802,0.812
crp,1802,0.879
cynR,1802,0.711
phoB,1802,0.713
iclR,1802,0.771
arcA,1802,0.808
soxS,1802,0.816
fur,1802,0.707
ilvY,1802,0.702
tyrR,1802,0.756
cpxR,1802,0.813
cynR,1802,0.711
fis,1802,0.729
deoR,1802,0.709
malT,1802,0.844
arcA,1802,0.808
dnaA,1802,0.817
cspA,1802,0.831
argR,1802,0.743
fur,1802,0.707
malT,1802,0.844
ompR,1802,0.714
purR,1802,0.83
nagC,1802,0.759
lrp,1802,0.723
glpR,1802,0.735
galR,1802,0.822
crp,1802,0.879
gcvA,1802,0.719
torR,1802,0.707
gcvA,1802,0.719
iclR,1802,0.771
deoR,1802,0.709
ilvY,1802,0.702
dnaA,1801,0.745
torR,1801,0.76
cytR,1801,0.771
cpxR,1801,0.708
narL,1801,0.81
cspA,1801,0.754
metR,1801,0.714
cytR,1801,0.771
ompR,1801,0.727
pdhR,1801,0.878
hns,1801,0.836
soxS,1801,0.78
pdhR,1801,0.878
hns,1801,0.836
metR,1801,0.714
fadR,1801,0.83
metJ,1801,0.701
arcA,1801,0.728
soxS,1801,0.78
fur,1801,0.739
cpxR,1801,0.708
malT,1801,0.807
arcA,1801,0.728
dnaA,1801,0.745
cspA,1801,0.754
fur,1801,0.739
malT,1801,0.807
ompR,1801,0.727
lrp,1801,0.76
fadR,1801,0.83
narL,1801,0.81
metJ,1801,0.701
torR,1801,0.76
tyrR,150,0.752
cpxR,150,0.735
cspA,150,0.746
pdhR,150,0.732
crp,150,0.812
phoB,150,0.733
argR,150,0.723
soxS,150,0.725
hns,150,0.802
narL,150,0.714
lrp,150,0.839
fis,150,0.703
cynR,150,0.778
pdhR,150,0.732
hns,150,0.802
cspA,150,0.746
ompR,150,0.704
cynR,150,0.778
phoB,150,0.733
soxS,150,0.725
arcA,150,0.711
malT,150,0.745
nagC,150,0.701
cpxR,150,0.735
nagC,150,0.701
arcA,150,0.711
tyrR,150,0.752
fis,150,0.703
ompR,150,0.704
malT,150,0.745
crp,150,0.812
argR,150,0.723
lrp,150,0.839
narL,150,0.714
tyrR,151,0.787
cpxR,151,0.821
pdhR,151,0.756
crp,151,0.734
phoB,151,0.7
hns,151,0.732
soxS,151,0.759
narL,151,0.809
lrp,151,0.784
fis,151,0.725
fur,151,0.769
metR,151,0.742
torR,151,0.737
pdhR,151,0.756
cytR,151,0.807
hns,151,0.732
metR,151,0.742
ompR,151,0.806
phoB,151,0.7
soxS,151,0.759
arcA,151,0.809
nagC,151,0.701
fur,151,0.769
cytR,151,0.807
cpxR,151,0.821
dnaA,151,0.743
fadR,151,0.701
nagC,151,0.701
arcA,151,0.809
tyrR,151,0.787
fis,151,0.725
ompR,151,0.806
crp,151,0.734
fadR,151,0.701
lrp,151,0.784
torR,151,0.737
narL,151,0.809
dnaA,151,0.743
cpxR,152,0.707
pdhR,152,0.805
phoB,152,0.73
crp,152,0.742
argR,152,0.8
soxS,152,0.717
hns,152,0.737
narL,152,0.784
fnr,152,0.724
lrp,152,0.71
fis,152,0.755
fur,152,0.732
metR,152,0.733
torR,152,0.72
cynR,152,0.733
pdhR,152,0.805
cytR,152,0.832
hns,152,0.737
metR,152,0.733
ompR,152,0.724
cynR,152,0.733
phoB,152,0.73
soxS,152,0.717
arcA,152,0.709
malT,152,0.826
nagC,152,0.744
fur,152,0.732
cytR,152,0.832
cpxR,152,0.707
dnaA,152,0.731
gcvA,152,0.704
nagC,152,0.744
arcA,152,0.709
metJ,152,0.709
fis,152,0.755
fnr,152,0.724
ompR,152,0.724
deoR,152,0.709
malT,152,0.826
crp,152,0.742
metJ,152,0.709
argR,152,0.8
deoR,152,0.709
lrp,152,0.71
gcvA,152,0.704
torR,152,0.72
narL,152,0.784
dnaA,152,0.731
cpxR,153,0.7
pdhR,153,0.756
cspA,153,0.769
crp,153,0.752
soxS,153,0.751
hns,153,0.733
narL,153,0.763
fnr,153,0.721
lrp,153,0.742
fis,153,0.705
fur,153,0.77
metR,153,0.724
pdhR,153,0.756
cytR,153,0.779
hns,153,0.733
cspA,153,0.769
metR,153,0.724
ompR,153,0.781
narP,153,0.763
soxS,153,0.751
argR,153,0.73
arcA,153,0.719
nagC,153,0.7
fur,153,0.77
cytR,153,0.779
cpxR,153,0.7
dnaA,153,0.778
gcvA,153,0.821
nagC,153,0.7
arcA,153,0.719
ada,153,0.78
fis,153,0.705
fnr,153,0.721
ompR,153,0.781
crp,153,0.752
glpR,153,0.842
argR,153,0.73
ada,153,0.78
glpR,153,0.842
narP,153,0.763
lrp,153,0.742
gcvA,153,0.821
dnaA,153,0.778
narL,153,0.763
tyrR,154,0.706
ilvY,154,0.719
cpxR,154,0.76
pdhR,154,0.78
cspA,154,0.808
ilvY,154,0.719
hns,154,0.845
soxS,154,0.751
narL,154,0.727
fnr,154,0.722
lrp,154,0.719
fis,154,0.751
fur,154,0.858
metR,154,0.851
cynR,154,0.711
pdhR,154,0.78
cytR,154,0.841
hns,154,0.845
cspA,154,0.808
metR,154,0.851
ompR,154,0.768
cynR,154,0.711
soxS,154,0.751
argR,154,0.777
malT,154,0.797
nagC,154,0.776
fur,154,0.858
cytR,154,0.841
cpxR,154,0.76
dnaA,154,0.734
gcvA,154,0.753
nagC,154,0.776
tyrR,154,0.706
metJ,154,0.713
fis,154,0.751
fnr,154,0.722
rpoN,154,0.725
ompR,154,0.768
malT,154,0.797
glpR,154,0.779
metJ,154,0.713
argR,154,0.777
rpoN,154,0.725
glpR,154,0.779
lrp,154,0.719
gcvA,154,0.753
dnaA,154,0.734
narL,154,0.727
pdhR,1811,0.707
dnaA,1811,0.705
galR,1811,0.708
cytR,1811,0.735
purR,1811,0.734
narL,1811,0.71
ompR,1811,0.884
cspA,1811,0.762
fis,1811,0.726
metR,1811,0.772
hns,1811,0.766
cytR,1811,0.735
fnr,1811,0.751
pdhR,1811,0.707
metR,1811,0.772
hns,1811,0.766
soxS,1811,0.703
cspA,1811,0.762
crp,1811,0.753
metJ,1811,0.726
ilvY,1811,0.702
iclR,1811,0.75
soxS,1811,0.703
arcA,1811,0.725
fur,1811,0.779
nagC,1811,0.82
fis,1811,0.726
malT,1811,0.812
rpoN,1811,0.792
dnaA,1811,0.705
arcA,1811,0.725
fnr,1811,0.751
ompR,1811,0.884
rpoN,1811,0.792
fur,1811,0.779
malT,1811,0.812
nagC,1811,0.82
purR,1811,0.734
lrp,1811,0.703
galR,1811,0.708
crp,1811,0.753
narL,1811,0.71
metJ,1811,0.726
gcvA,1811,0.729
iclR,1811,0.75
ilvY,1811,0.702
gcvA,1811,0.729
lrp,1811,0.703
lexA,1810,0.701
dnaA,1810,0.71
cytR,1810,0.738
narL,1810,0.725
cpxR,1810,0.735
ompR,1810,0.713
cspA,1810,0.738
fis,1810,0.806
metR,1810,0.832
hns,1810,0.809
cytR,1810,0.738
argR,1810,0.796
glpR,1810,0.813
cynR,1810,0.733
metR,1810,0.832
hns,1810,0.809
soxS,1810,0.701
cspA,1810,0.738
crp,1810,0.712
metJ,1810,0.709
cynR,1810,0.733
soxS,1810,0.701
arcA,1810,0.749
cpxR,1810,0.735
fis,1810,0.806
malT,1810,0.729
dnaA,1810,0.71
arcA,1810,0.749
argR,1810,0.796
