"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"pdeN",554.7,475.7,591.5,342,370.1,387.1,232.1,323.3,313.9,200.7,197.8,189.1
"yejA",130.8,207.9,312.1,395.9,166.4,210.5,253.8,159.3,137.7,140.3,151.7,135.3
"yejB",107.6,277,247.8,181.7,198.9,265.7,292.8,254,162.6,138.5,187.8,107.4
"yejE",48.3,132.6,108.6,152.6,43.7,95,172.4,249.3,73.2,75.9,124.5,61.2
"yejF",366.4,305.8,360.8,277.2,224.9,321,204.3,309,137.7,93.3,184.1,162.1
"yejG",1455.7,456.8,713.6,1219.3,991.9,1325,3473.7,3738.3,458,469.6,1630.3,2639
"bcr",587.2,367.6,476.1,340.8,544.1,435.9,321,299.4,304.7,333.4,177,181.5
"rsuA",1380.6,725,532,410.4,814.5,679.6,602.9,955.2,698.6,893.8,411.4,402.9
"radD",321.4,374.8,240.6,286.2,277.6,232.6,245,295.7,173.6,169.3,134.9,131
"rplY",18670.1,20696,16769,1626.3,18047.6,13751.2,1789,1505.4,6544.8,4340.1,1304.8,1649.5
"yejK",867.2,912.5,707.9,258,666,773.2,380.2,391.9,259.8,399.8,127.5,107.5
"yejL",4098.9,2436.9,1660.1,1090,3125.3,2086,1103.2,1288.4,1579.2,2317,673.8,684.5
"lapC",880,859.9,614.3,255.7,835.9,608.2,590.8,414.3,546.9,571.5,350.1,342.3
"proL",6915.7,3724.3,6314.8,6199.9,2395.7,3663,5738.1,1934,41.2,42.3,198.4,242.7
"yejO",263.7,210.3,216.2,915.3,223.3,259.8,303.7,418.3,102.3,177.4,221.1,298
"insH8",NA,NA,NA,NA,NA,NA,NA,NA,4662.1,3733.8,3286.8,2611.7
"narP",849.7,659.7,1213,746.2,778.5,932.1,757.2,599.6,376.4,349.6,334.3,214.6
"ccmH",335.1,416.7,348.6,256.2,484.1,361.8,345.5,354.7,202.5,185.5,162.8,117
"ccmG",231.9,238,201.5,241.7,238.3,346.1,287.7,440.9,121.8,96.5,101.7,87.9
"ccmF",40.1,46.8,185.8,93.1,58.2,183.1,80.2,105.4,45.3,62.3,66.3,40.3
"ccmE",80.4,41.7,185,89.1,154.4,318.4,312.1,156.2,47.3,54.4,105.3,41.7
"ccmD",97.1,45.5,137.7,72.5,196.5,194,41.4,68.3,46.7,72.9,72.8,23.8
"ccmC",30.9,43.2,120.4,36.3,135.9,47.2,37.8,38.2,31.6,74.7,59.5,13.1
"ccmB",153.6,177.8,196,182.5,268.4,243.1,215.6,256.8,80.8,253.3,135.7,102.1
"ccmA",179.4,175.5,148.9,149.6,446.3,436,468.3,312.1,106.1,92.8,138.3,57.9
"napC",192.5,219.3,397.7,355.3,569.4,462.5,454.7,358.1,131.3,146.3,201.8,109
"napB",37.2,118.2,96.8,96.8,290.5,64.1,180.9,54.3,40.8,39.5,87.7,25.5
"napH",128.7,200.8,139.7,79.3,841,129.2,236.7,84.9,63.7,83.2,78.7,35.4
"napG",305.4,311.8,321.3,194.9,682.7,525.2,637.2,521,151.7,81.9,160.6,89.5
"napA",49,56.3,148,220.6,594.4,302.1,283.8,186.5,11.3,36.3,94,39.7
"napD",287.7,483.6,491.5,396.4,454.4,968.4,448.9,432.4,132.9,150.5,178.4,103
"napF",127.1,199.4,367,495,256.4,1040.7,535.4,304,58,27.8,124,30.4
"eco",804.8,1618.2,2352.4,2183.2,1188.1,4012.8,2586.8,1427.3,1193.9,962.4,802.9,639.2
"mqo",347.6,344,518.4,197.8,297.5,847.8,98.6,307.8,224.9,382.5,79.9,33.5
"yojI",456.1,271.1,310.9,47.1,203.5,264.6,57.8,241.1,224.8,324.6,95,90.2
"alkB",122.4,173.3,177.3,221.5,176.4,142.6,198.3,258.2,70.3,84,120.2,114
"ada",349.1,333.9,345.7,398.7,433.1,470.7,536.8,653.2,196.3,128.8,154.9,189.2
"ftp",651.1,391,475,73.2,274.7,324.2,238,90.2,257.7,301.6,116.8,83.9
"ompC",14368.1,16956.1,19158.9,20704.2,12463.4,29594.2,33079.7,19277.4,5257.6,5161.7,9316.7,6715.3
"rcsD",354.5,454.7,346.1,359.7,1386.8,1807.3,1511.2,1366.7,1261.1,1441,1268.2,976.8
"rcsB",414.6,496.3,610.5,360.5,2042.1,4307.9,2926.9,2203.1,973.9,1453.4,1152.3,816.7
"rcsC",215.7,232.3,258.6,268.1,197.8,372.6,378.3,280.2,193.8,221.8,240,150.3
"atoS",125.8,139.9,169,322,130.4,278.6,338,221.7,57.9,96,182.2,107.5
"atoC",221.4,315.3,308.3,238.5,210.6,163.9,380,237.5,142.3,106.7,143.7,107.7
"atoD",58.9,142.5,86.4,82.5,86.2,23.6,107.1,74.6,12.7,8.9,44.9,6.6
"atoA",133.9,84.2,165.6,216.9,294.6,277.5,577.5,635.3,69.2,54.5,111.1,85.5
"atoE",134.9,148.9,140.8,97.2,118.8,112.9,33.3,194.4,29.7,39.3,63.2,30.3
"atoB",126.6,159.2,112,300.6,170.1,279.8,229.2,304.8,65.7,32.4,63.2,58.9
"yfaP",NA,NA,NA,NA,NA,NA,NA,NA,63.8,119.3,50.2,71.6
"yfaQ",NA,NA,NA,NA,NA,NA,NA,NA,49.1,75.1,56.3,12.4
"yfaT",NA,NA,NA,NA,NA,NA,NA,NA,24.6,43.6,51.7,21.7
"yfaA",32.1,72.9,38.6,39.6,30.7,32.5,21.1,19.7,47,60.2,21.7,8.2
"gyrA",1335,1421.2,1062.2,544.5,2055.7,1203.3,947.4,1132.2,786,627.7,345,371.1
"ubiG",1520.6,1555.5,1656.8,617.3,1509.5,2246.3,1407.5,1451,910.7,1001.8,520.2,544.1
"yfaL",341.2,304.7,297.2,335.1,525,722.8,707.2,745.7,207.7,247.5,209.6,155.5
"nrdA",781.7,932.5,397.9,210.8,1159.4,1072.8,622.9,526.7,242.1,447.3,200.8,177.3
"nrdB",1287.5,1394.5,772.8,323.9,936.1,725.9,501.1,322.7,344.9,673.2,275.5,194.8
"yfaE",458.7,519.2,226.8,18.1,660.9,332.5,376.5,192.3,118.2,156.1,97.7,64.3
"inaA",865.5,833.1,849.9,885.8,560.8,430.5,696.2,644.4,537.1,463.1,495.5,471
"yfaH",38.2,74.8,36.2,60.9,106.6,100.4,45.8,12.6,73.7,11.2,37.6,6.5
"glpQ",173.3,1838.4,307,504.5,4015.1,317.7,495.7,505,2904.9,177.8,324,222.9
"glpT",42.9,2366.1,217.7,509.9,6028.1,562.7,518.2,780.8,3928.9,144.8,215.9,164.8
"glpA",47.6,660.4,140.7,103.4,1155.2,80.8,102.8,85.5,584.3,5.7,60.5,39.2
"glpB",279.3,877,358.4,291.5,2915.6,559.9,334,578.9,715.3,126.7,128.2,134.6
"glpC",183.7,671.4,99,159.2,736.1,283.8,81.6,46.9,609.5,49.5,79.3,31.6
"rpnE",132.2,170.3,220.3,152.5,155.9,51.2,109.1,179.7,106.7,127.2,95.8,60.4
"yfaU",NA,NA,NA,NA,NA,NA,NA,NA,131.2,222.9,131.8,100.7
"yfaV",NA,NA,NA,NA,NA,NA,NA,NA,11.4,8.8,28.5,11.1
"rhmD",NA,NA,NA,NA,NA,NA,NA,NA,10.9,29.4,145,112.4
"yfaX",NA,NA,NA,NA,NA,NA,NA,NA,59.4,53.7,92.1,78.9
"yfaY",NA,NA,NA,NA,NA,NA,NA,NA,126.6,156.4,120.9,111.2
"yfaZ",NA,NA,NA,NA,NA,NA,NA,NA,205.4,100.8,38,13.1
"nudI",402.6,671.4,481.3,395.5,900.8,1354.6,312.4,229.5,560.1,272.4,203.4,56.3
"ais",83.2,8.7,33.5,103.4,51.7,13.3,91.3,6.1,20.7,4.8,29.4,4.3
"arnB",NA,NA,NA,NA,NA,NA,NA,NA,42.3,61.3,148.2,94.3
"arnC",NA,NA,NA,NA,NA,NA,NA,NA,26.3,66.3,119.3,65.2
"arnA",NA,NA,NA,NA,NA,NA,NA,NA,152.4,195.4,264.6,263.6
"arnD",NA,NA,NA,NA,NA,NA,NA,NA,64,75.7,85,47.6
"arnT",NA,NA,NA,NA,NA,NA,NA,NA,56.7,118.3,240.4,204.7
"arnF",NA,NA,NA,NA,NA,NA,NA,NA,31.6,63.4,74.6,84.8
"pmrD",803,1145.3,1993.8,1337.4,1171.7,2779.7,1088.9,1135.1,981.7,736.3,896.7,546.3
"menE",193.5,229.7,178.7,255.1,380.7,293.2,369.2,299,144.6,256.7,154.6,121.4
"menC",424.7,550.4,475.8,346.2,852.7,946.9,761.3,1028.3,391.7,416.8,419.9,314
"menB",483.9,741.3,474.1,593.9,860.9,949.8,1057.2,1240.4,316.9,412.5,435,300
"menH",238.7,290.4,190.1,196.2,281.7,133.3,107.3,49.1,146,155.7,166.4,111
"menD",334.7,306.8,290.6,308,390.9,338.7,342.4,404.2,147.9,179.5,108,114.9
"menF",352.4,352.6,360.6,314.1,283.3,352.9,228,299.5,207,316.7,251.4,235.9
"elaB",302.9,525.5,1377.1,19822.3,239,5141,19621,19246.6,242.1,1831.6,5256.5,4960.7
"elaA",202.8,338.1,417.1,895.1,215.5,572.3,609.1,552.8,205.4,489.8,344.6,254.3
"rbn",316.7,233.9,299.8,333.7,273.6,352,550.3,536.8,105,139,185.6,120.3
"elaD",17.5,68.8,28.3,69.7,45.1,50.1,14.1,44,31.8,38,60.8,14.2
"yfbK",39.5,50.8,77.1,104.3,149.5,219,215.1,320.8,44.7,50.9,33,28.7
"yfbL",70.3,65.9,61.1,59.1,12.8,23.3,16.2,149.8,10.5,31.9,58.2,18.4
"yfbM",23.4,22.3,122.6,100.1,50.9,261.2,209.6,44.9,10.1,8.1,56.4,9.1
"yfbN",54.5,40.4,52.8,46,80.8,96.3,20.5,11.8,31.2,14.9,19.8,5
"yfbO",NA,NA,NA,NA,NA,NA,NA,NA,41.6,31.4,30.5,12.4
"yfbP",NA,NA,NA,NA,NA,NA,NA,NA,38.2,36.6,39.4,30.3
"nuoN",475.5,1463.8,2707.5,940.1,1537.5,2202.9,2677.2,1043.6,542.9,679.2,831,298.5
"nuoM",371.2,925.7,1208,446.3,682.2,758,1080,549.6,296,530.8,711.6,218
"nuoL",496,1412.9,2956.1,1861.7,1858.4,1998.7,2873.2,1577.5,676.2,866.2,1180.7,384.3
"nuoK",492.9,1544.1,2423.6,1136.3,1854.4,1398.2,2041.4,1383.3,776.4,716,1170,408.5
"nuoJ",258.4,720.4,1625.5,907.9,1602.8,1795.4,2907.7,1485.9,822.8,1005.3,1249.1,392.5
"nuoI",407.7,1104.5,1889.4,1135.3,1555.3,2151.8,3002.9,1737,1113.5,987.6,1611.7,529
"nuoH",497.5,1484.8,1839.7,1641.1,1895.5,2377.8,4036.6,2460.3,991.9,1082.1,1708.8,623.5
"nuoG",636.3,1678.7,2790.6,1810.5,2967.5,2381.4,3127.7,1779.7,1195.3,1244.9,1938.5,700.2
"nuoF",548.8,1302.4,1907.3,1448.5,2931.3,2189.5,2157,1342.9,1135.2,1623.7,1459.6,589.5
"nuoE",740.6,2238.1,3697.9,2868.9,4008.9,3536.9,4243.6,2926.9,1971.6,1646.7,2529.5,1072.6
"nuoC",752.9,2214.7,3396.4,1747.1,3385.8,5693.3,5379.9,4028.4,1923.1,1836.6,2396.8,1098.6
"nuoB",921.2,2169.8,3398.3,1560.6,2476.7,2815.6,3028.8,2303.2,2089.2,1786.7,2194.7,1199.1
"nuoA",1049.2,2745.2,4011,2901.5,3219.5,3975.1,3731.5,3354.8,2547.3,2145.5,2681.4,1693.5
"lrhA",611.8,684.6,673.6,495.3,288.9,562,498,506.8,425.1,255.3,215,205.8
"alaA",NA,NA,NA,NA,NA,NA,NA,NA,256.7,167.5,80.1,62.8
"yfbR",NA,NA,NA,NA,NA,NA,NA,NA,192.7,169.9,177.9,134.7
"yfbS",139.6,104.3,102.2,229.2,92.7,216.8,292.4,197.8,53.7,75,76.6,63.3
"hxpA",433,446.1,767,2303.8,554.6,912.1,2073.2,1317.5,343.4,236.7,497.2,430.9
"yfbU",NA,NA,NA,NA,NA,NA,NA,NA,1304.8,1136.5,1551,1113.9
"yfbV",NA,NA,NA,NA,NA,NA,NA,NA,292.9,418.5,578.2,841.9
"ackA",6094.9,4143.5,1262.1,2310.8,5274.2,2107.2,2765,4834.7,1306,1212,1323.1,1302.3
"pta",1134.2,1326.2,617.7,633.9,1967.9,590.8,683.1,935.8,439.7,436.3,359,318.8
"yfcC",165.2,45.2,165.5,180.7,201.1,38.5,34.7,58.6,25.3,81.4,104.5,18.5
"yfcD",NA,NA,NA,NA,NA,NA,NA,NA,139,297.9,198.4,106.5
"yfcE",810.9,1009.3,882.7,663.6,583.6,552.2,863.4,758.5,292.6,701.2,491.1,260.5
"yfcF",109.2,255.7,193.4,462.4,221.8,345.5,343.1,553.8,115.1,192.3,269.1,298.8
"yfcG",88.6,101.3,148.8,1723.7,66.4,182.2,1015,757.7,56.5,161.5,347.7,507.8
"folX",818.7,631.7,633.2,916,179.8,507.9,481,547.8,482.8,610.3,421,368.2
"yfcH",NA,NA,NA,NA,NA,NA,NA,NA,341.2,491.1,366.8,414.6
"rpnB",218.2,220,337.8,633.6,76.2,91.5,135.6,203.1,145.6,271.5,225.4,160.8
"hisP",402.5,544.1,505.6,625.1,612,726.5,1537.3,2109.4,398,386,511.5,456.8
"hisM",162.4,105.7,229.1,335.1,188.8,217.1,674.3,684.6,183.2,183.2,293,202.6
"hisQ",209.6,182.1,184.8,399,112.8,195.2,526.2,684.6,130.3,191.8,249.3,205.2
"hisJ",399.4,475.8,1103.4,2997.5,237.9,796.2,2225.9,3432.7,502.5,907.8,1107.2,941.1
"argT",32.7,169.9,1749.1,4958.4,83.8,297.4,2784.8,5253,357.4,322.9,1175.2,1185.9
"ubiX",254,213.6,203.4,136.2,25.2,29.7,37.9,12.3,135.8,215.6,105.2,82.6
"purF",66.5,99.4,211.1,111,114.8,79.8,47.6,82.7,39.9,70.4,87.2,67.2
"cvpA",265.7,361.7,314,215.2,633.7,378.9,401.4,584.3,137.6,241,137.9,114.1
"dedD",755.7,951.4,938,1323,758.3,1504.6,1292.7,1302.3,313.6,452.6,395.6,512.9
"folC",1052.3,1150.5,997.1,1366.6,1299.4,916.4,1105.8,1348.6,580.6,550.2,491,460.4
"accD",3696.3,4484.8,3829.7,1411.7,2604.4,2565.2,1912.9,1670.8,1132.8,1093.1,796.7,736.2
"dedA",462.4,637.1,519.7,319.3,351.3,318.6,417.1,590.9,362.4,609,270.5,223.6
"truA",970.2,926.9,892.3,851.5,644,619,695.5,951,551.5,902.8,556.2,601.3
"usg",582.7,603.7,430.9,168.4,396.5,254.8,244.7,399.5,292.5,512.4,230.2,214.2
"pdxB",326.9,553.8,406.6,192.7,234.7,251.6,275.9,379.3,168.3,237.4,162.5,113.7
"flk",316.5,266.6,238.8,160.4,351.3,48,33.5,22.5,99.8,163.3,104.7,61.3
"yfcJ",NA,NA,NA,NA,NA,NA,NA,NA,138.3,103.4,118.4,89.7
"fabB",9861.3,10697.7,10580.4,5970.9,8806.6,10706.3,8898.6,8830.9,5645.1,4560,3455.4,2842.1
"mnmC",NA,NA,NA,NA,NA,NA,NA,NA,157.6,221.1,176.5,139.6
"yfcL",NA,NA,NA,NA,NA,NA,NA,NA,515.7,333.3,182.5,110.3
"epmC",NA,NA,NA,NA,NA,NA,NA,NA,629.7,306.1,181.8,127.4
"yfcA",790.1,703.3,706,214.3,438.5,244.2,101.4,79.7,531,493.8,301.9,242.2
"mepA",443.3,442.9,435.2,140.4,502.1,466.7,408.1,487.2,268.1,294.4,194.2,130.3
"aroC",830.4,1231.8,1088,399,601.6,515.6,279.9,551.5,479.5,660.6,322.2,320.6
"prmB",974.8,1034,870.8,420.5,743.2,766.8,665.2,676.3,467.2,761.2,432.4,254.2
"smrB",NA,NA,NA,NA,NA,NA,NA,NA,533.4,599,351.2,332.6
"yfcO",NA,NA,NA,NA,NA,NA,NA,NA,413.2,344.8,356.2,435.9
"yfcP",NA,NA,NA,NA,NA,NA,NA,NA,37,3,12.8,6.3
"yfcQ",NA,NA,NA,NA,NA,NA,NA,NA,35.1,48.1,44,25.6
"yfcR",NA,NA,NA,NA,NA,NA,NA,NA,74.9,80.3,76.8,48
"yfcS",212,253.3,208.2,220.6,87.4,271.2,171.8,279.3,88.9,67.2,65.9,45.4
"yfcV",NA,NA,NA,NA,NA,NA,NA,NA,19.8,25.1,17.1,10.4
"sixA",NA,NA,NA,NA,NA,NA,NA,NA,265.6,1023.7,789.2,665.7
"fadJ",NA,NA,NA,NA,NA,NA,NA,NA,438.9,597.4,1015.9,864.7
"fadI",NA,NA,NA,NA,NA,NA,NA,NA,265,239.9,565.5,443.5
"yfcZ",NA,NA,NA,NA,NA,NA,NA,NA,533.5,432.1,937.2,703.9
"fadL",1366.3,629.3,514.3,3914.8,523,359.6,3630.4,3039.4,259.9,416.8,2314.2,1649.6
"yfdF",NA,NA,NA,NA,NA,NA,NA,NA,19.4,65.8,58.1,28.9
"mlaA",2299.5,2032.7,1641.5,1146.1,1023.4,1671.5,1105.5,494.2,895.4,567.7,368.8,278.7
"yfdC",51.4,89.3,82.7,734.8,153.5,106.9,350.2,504.6,25.2,83.8,176.5,181.3
"argW",4266.1,4372,2469.4,2353.4,1823,684.1,1061.4,16.8,136.6,27.2,129.5,122
"intS",292.3,281.7,144,128.1,143.2,76,46.3,239.3,117.6,131.3,92.5,52
"yfdG",NA,NA,NA,NA,NA,NA,NA,NA,342.5,483.1,83.9,52.6
"yfdH",NA,NA,NA,NA,NA,NA,NA,NA,828.6,597.1,199.1,100.7
"yfdI",NA,NA,NA,NA,NA,NA,NA,NA,132.7,132.5,20.4,2.8
"tfaS",NA,NA,NA,NA,NA,NA,NA,NA,104.6,166.9,221.3,212.5
"yfdK",NA,NA,NA,NA,NA,NA,NA,NA,122.7,112.8,123.3,74.4
"yfdL",31.4,56.1,60,28.4,85.1,15.8,85.3,120.8,9.1,6.5,27.4,23.9
"yfdM",100.3,150.4,110.1,111.4,185.3,191.1,295.8,335.7,81.7,17.8,83.1,50.2
"yfdN",26.4,18.8,23.4,28.3,25.5,28.2,37.9,43.4,8.4,9.9,28.5,6.7
"yfdO",132.9,146.8,108,169.9,387.8,233.9,286.3,368.3,102.5,47.3,119,54.6
"yfdP",NA,NA,NA,NA,NA,NA,NA,NA,73.7,74.8,108.5,47.7
"yfdQ",NA,NA,NA,NA,NA,NA,NA,NA,11.8,20.2,24.5,6.3
"yfdR",NA,NA,NA,NA,NA,NA,NA,NA,19,6.3,32,10.3
"yfdS",NA,NA,NA,NA,NA,NA,NA,NA,24.2,25.7,55.4,19
"yfdT",NA,NA,NA,NA,NA,NA,NA,NA,20.1,8.2,36.6,17.3
"dsdC",17.9,81.7,92.6,91.5,118.3,91.9,66.9,137.1,157.8,15.2,88.5,26.2
"dsdX",22.7,84.1,18.8,199.9,17.5,14.6,17.5,20.4,683.3,5.6,24.8,4.5
"dsdA",120.5,104.2,86.9,119.1,196.7,118.9,263,164.2,742.6,60,57.9,39.9
"emrY",108.6,85.1,48.8,86.8,92.7,76.4,116.1,123.6,43.3,23,34,23
"emrK",46,84.7,68.8,43.8,86.8,61.3,19.3,20.1,23.4,33.2,22.3,17.9
"evgA",348.8,239.6,149.3,115.4,221,179.4,143.5,37.7,365.1,274.2,230.7,108.9
"evgS",22.8,63.5,71.4,71.7,123.6,97.8,73,55.8,28.3,32.2,52.9,13.1
"yfdE",36.3,45.7,37.5,194.1,58.5,57.4,99.9,26.9,23.1,36.5,57.9,53.2
"yfdV",NA,NA,NA,NA,NA,NA,NA,NA,15,6,51.7,14.1
"oxc",NA,NA,NA,NA,NA,NA,NA,NA,31.9,71.1,37.5,18.4
"frc",NA,NA,NA,NA,NA,NA,NA,NA,4.8,3.4,4.1,6.7
"yfdX",NA,NA,NA,NA,NA,NA,NA,NA,36.1,66.6,52.4,34
"ypdI",NA,NA,NA,NA,NA,NA,NA,NA,5.2,13.9,22.1,6.7
"yfdY",NA,NA,NA,NA,NA,NA,NA,NA,295.5,437.9,551.4,629.5
"lpxP",666,670.4,391.5,150.5,1388.2,1016.4,469.9,491.2,1232.2,1435.7,270.5,868.6
"alaC",NA,NA,NA,NA,NA,NA,NA,NA,338.2,349.9,241,202.1
"pyrS",NA,NA,NA,NA,NA,NA,NA,NA,129.5,165.4,183.3,201.2
"pyrR",NA,NA,NA,NA,NA,NA,NA,NA,156.4,170,274.7,203
"ypdC",NA,NA,NA,NA,NA,NA,NA,NA,116.4,115.4,124.1,114.9
"fryA",NA,NA,NA,NA,NA,NA,NA,NA,81.6,84.9,87.8,64.4
"ypdE",NA,NA,NA,NA,NA,NA,NA,NA,51.6,48.2,46.4,24.7
"ypdF",NA,NA,NA,NA,NA,NA,NA,NA,7.9,3.8,37.2,16.4
"fryC",NA,NA,NA,NA,NA,NA,NA,NA,41.2,76.2,73.4,68.6
"fryB",NA,NA,NA,NA,NA,NA,NA,NA,35.9,7.4,156.4,105.9
"glk",586.1,2486.4,3182.3,2613.4,1089.9,1590.6,1533.7,1362.9,890.8,519.9,734.3,748.3
"yfeO",NA,NA,NA,NA,NA,NA,NA,NA,53.5,135.5,210.4,220.2
"ypeC",NA,NA,NA,NA,NA,NA,NA,NA,13.5,23.3,143.6,180.4
"mntH",NA,NA,NA,NA,NA,NA,NA,NA,183.7,329.1,721.8,1941.8
"nupC",558.1,2695.9,3599.7,341.8,1963.1,1646.1,789.3,885.4,1341.3,1782.9,972.7,616.6
"pdeA",275.5,220.2,295.4,175,206.1,296.5,375.4,205.3,126.9,151.4,155.8,100
"alaX",23629.6,20588.4,24571.9,21660.2,48576.3,46712,53013.1,23270.7,2872.5,2289.5,3537.6,3428.8
"alaW",24316,21209.7,23697.4,20999.9,45686.4,46361.5,51532.6,23944,3816.4,1902.6,5313.8,4862.1
"yfeC",336.1,625.3,615.3,310.7,467,1044,619.4,423,441,203.8,213.7,166.1
"yfeD",500.2,690,546.3,535.9,764.6,712.4,395.6,261.5,569.1,234,235.6,166.4
"gltX",1272.1,1102.7,992.6,478,1178.9,1512.8,1107.2,1043.2,402.7,401.2,319.8,325.7
"valX",22175,24860.9,21581.7,15050.5,69309.6,42628.6,56562.8,25546.5,5542.3,4627.2,3197.6,2844.4
"valY",22082.2,25359.9,21491.2,14523.2,79716,60429.1,64571,25782.2,6417.9,5487.9,5260.2,4882.4
"xapR",375,338.9,252.3,381.1,332.6,266.1,303.9,248.6,257.6,203.9,175.4,176
"xapB",143.2,183.3,124.5,151.3,138.1,73.7,16.4,149.8,25.3,120.5,31.2,32.7
"xapA",12.7,26.3,6.4,58.1,40.1,100.1,10.6,24.7,6.7,27.7,40,3.4
"yfeN",135.7,256.7,242.8,818.3,176.2,237.2,764.7,754,90.3,149.9,194.2,209.3
"yfeR",174.1,181.4,108.2,247.8,131.9,168.9,390.5,243,42.9,123.2,78.8,36.4
"yfeH",393.3,662.4,417.1,475.5,353.2,434.4,361.3,276.3,206.7,380.2,234.5,194.9
"ligA",723.8,647.7,682.7,658.3,1012.7,742.6,905.4,1255.1,345,308.9,316.1,336.7
"zipA",1552,1272.5,852.3,1232.3,1009.7,1172.2,1387.8,854.5,1139.6,474.8,513.1,408.6
"cysZ",328.8,409.6,335.2,326.5,286,276.7,405.9,315.9,127.5,274.8,160.3,127.8
"cysK",468.1,886.7,2779.2,1651.7,248.5,1127.5,3176.8,2637.1,477.8,969.3,2329.8,1619.2
"ptsH",9453.6,7754.3,10369.8,5310.5,7415.7,12266.5,12054.1,10053.7,4025.1,3870.1,3907.3,2946.6
"ptsI",9089.6,6652.7,8141.8,14332.5,4284.3,7873.1,14363.7,16428.5,3709.9,4639.8,5318.5,5694.4
"crr",6118.8,4752.1,6003.4,15081.4,3198,4365.7,8259.3,8922.9,2152.2,2272.7,3199.2,3499.5
"pdxK",199.7,418.1,458.9,358.5,207.2,411.9,65.1,40.9,189,179.4,170.5,123.9
"yfeK",38.3,209.8,185.1,232.5,310.1,65.7,258.7,97.4,77.3,45.5,135,113.6
"yfeS",NA,NA,NA,NA,NA,NA,NA,NA,81.3,50.4,67.4,44.8
"cysM",316.7,366.4,537.4,205.9,186,276.3,436.5,346.6,164.2,154,183.8,142
"cysA",177.4,216.7,226.9,245.9,46.3,39.9,196.6,97.2,110.2,63,215.8,144.1
"cysW",318.4,272.6,327.9,392.7,67.4,101.7,639.5,167.1,109.7,140.2,322.3,256.1
"cysU",90.9,132.4,142,203.1,227.2,38.5,558,580.2,54.9,30.5,325.1,275.2
"cysP",461.4,420.5,328.8,505.3,90.2,288.5,983.5,1039.1,234.8,248.9,703,492.6
"ucpA",535.4,801,1435.8,1284.9,1320.2,2457.4,1415.4,839.4,1587.6,408.3,585.5,400.9
"murR",1107.1,577,368.7,248.5,293.8,542.8,322.9,258.6,220.2,145.8,132.7,123.1
"murQ",241.6,300.9,297.4,330.9,325.6,320,359.5,368.2,162.4,165.7,171.9,132.1
"murP",NA,NA,NA,NA,NA,NA,NA,NA,79.7,58,63.1,59.8
"yfeW",NA,NA,NA,NA,NA,NA,NA,NA,112.1,187.1,152.2,121.4
"yfeX",NA,NA,NA,NA,NA,NA,NA,NA,204.8,147.2,126.1,78
"yfeY",NA,NA,NA,NA,NA,NA,NA,NA,518.1,368,263.5,174.6
"yfeZ",NA,NA,NA,NA,NA,NA,NA,NA,330.4,385.9,294.1,267.8
"ypeA",NA,NA,NA,NA,NA,NA,NA,NA,647.1,637.3,818.1,891.8
"amiA",313.3,291.1,303.9,312.7,275.1,299.9,534.4,369.4,212.6,249,189.2,160.8
"hemF",190.5,233.6,262.9,190.5,138.8,182.7,78.4,92.7,146.7,162.4,167.9,108.1
"eutR",148.6,249.4,219.3,236.1,32.9,312.1,90.7,289.4,71,71.7,121.1,76.6
"eutK",NA,NA,NA,NA,NA,NA,NA,NA,129.1,175.5,143,126.9
"eutL",NA,NA,NA,NA,NA,NA,NA,NA,96,123.9,139.7,77.1
"eutC",139.8,270.8,217.5,182.4,247.8,300.2,348.4,624.8,167.5,168.5,194.3,106.7
"eutB",656.7,784.8,899.9,563.7,671.6,691.5,647,828.7,352.1,581.5,268.1,287.7
"intZ",NA,NA,NA,NA,NA,NA,NA,NA,311.9,183.4,126,133.6
"yffL",NA,NA,NA,NA,NA,NA,NA,NA,130.2,218.6,235.2,167.2
"yffM",NA,NA,NA,NA,NA,NA,NA,NA,22,17.9,57,35.4
"yffN",NA,NA,NA,NA,NA,NA,NA,NA,23.1,30.5,40.1,22.9
"yffO",NA,NA,NA,NA,NA,NA,NA,NA,48.3,67.3,134.1,96.7
"yffP",NA,NA,NA,NA,NA,NA,NA,NA,100,162.6,109.7,98.4
"yffQ",NA,NA,NA,NA,NA,NA,NA,NA,20.2,71.6,57,25.4
"yffR",NA,NA,NA,NA,NA,NA,NA,NA,118,320,538.1,794.6
"yffS",NA,NA,NA,NA,NA,NA,NA,NA,904.2,816.2,452.9,292.2
"eutA",NA,NA,NA,NA,NA,NA,NA,NA,11.8,5.3,18.1,7.7
"eutH",397.7,440.5,345.2,357,377.7,476.1,586.5,537.1,102.9,151.4,107.8,114.1
"eutG",151.4,128.2,142.6,132.9,223.1,287.8,151.4,372.6,67.6,114.8,64,33
"eutJ",248.1,238.8,119.9,127.6,379.5,343.1,480.9,581,82.2,110.7,65.7,49
"eutE",62.8,68.7,94.1,19.5,51.3,59.6,33.1,28.7,15.8,19.5,21,9.6
"eutN",208.6,291.3,171.6,273.2,86.7,230.2,129.5,208.1,102.5,218.4,94.4,81.4
"eutM",418.4,446.8,437.4,217.2,481.1,532.8,783.8,828.1,223.5,205,172.5,135.2
"eutD",244.9,339.2,254.9,233.9,49.8,98.4,247.9,141.3,77.4,38.2,150.5,51.5
